"","ID","ID.CapDate","X","Y","Capture.date","Grid","year","Sex","Age","EhungInt","EhungINF","HpolINF","H.poly.EPG","PropOnGrid_10","NemNoInf_10","NemNoUninf_10","NemPrev_10","NemNoTotal_10","NemTotBurden_10","NemMeanBurden_10","EimNoInf_10","EimNoUninf_10","EimPrev_10","EimNoTotal_10","PropOnGrid_14.1","NemNoInf_14.1","NemNoUninf_14.1","NemPrev_14.1","NemNoTotal_14.1","NemTotBurden_14.1","NemMeanBurden_14.1","EimNoInf_14.1","EimNoUninf_14.1","EimPrev_14.1","EimNoTotal_14.1","PropOnGrid_20","NemNoInf_20","NemNoUninf_20","NemPrev_20","NemNoTotal_20","NemTotBurden_20","NemMeanBurden_20","EimNoInf_20","EimNoUninf_20","EimPrev_20","EimNoTotal_20","PropOnGrid_22.4","NemNoInf_22.4","NemNoUninf_22.4","NemPrev_22.4","NemNoTotal_22.4","NemTotBurden_22.4","NemMeanBurden_22.4","EimNoInf_22.4","EimNoUninf_22.4","EimPrev_22.4","EimNoTotal_22.4","PropOnGrid_28.3","NemNoInf_28.3","NemNoUninf_28.3","NemPrev_28.3","NemNoTotal_28.3","NemTotBurden_28.3","NemMeanBurden_28.3","EimNoInf_28.3","EimNoUninf_28.3","EimPrev_28.3","EimNoTotal_28.3","PropOnGrid_30","NemNoInf_30","NemNoUninf_30","NemPrev_30","NemNoTotal_30","NemTotBurden_30","NemMeanBurden_30","EimNoInf_30","EimNoUninf_30","EimPrev_30","EimNoTotal_30","PropOnGrid_31.6","NemNoInf_31.6","NemNoUninf_31.6","NemPrev_31.6","NemNoTotal_31.6","NemTotBurden_31.6","NemMeanBurden_31.6","EimNoInf_31.6","EimNoUninf_31.6","EimPrev_31.6","EimNoTotal_31.6","PropOnGrid_36.1","NemNoInf_36.1","NemNoUninf_36.1","NemPrev_36.1","NemNoTotal_36.1","NemTotBurden_36.1","NemMeanBurden_36.1","EimNoInf_36.1","EimNoUninf_36.1","EimPrev_36.1","EimNoTotal_36.1","PropOnGrid_40","NemNoInf_40","NemNoUninf_40","NemPrev_40","NemNoTotal_40","NemTotBurden_40","NemMeanBurden_40","EimNoInf_40","EimNoUninf_40","EimPrev_40","EimNoTotal_40","PropOnGrid_50","NemNoInf_50","NemNoUninf_50","NemPrev_50","NemNoTotal_50","NemTotBurden_50","NemMeanBurden_50","EimNoInf_50","EimNoUninf_50","EimPrev_50","EimNoTotal_50"
"294",67089554,"67089554-2012-10-09",30,60,"2012-10-09","HA1",2012,"F","Adult",0,0,0,0,1,7,11,0.388888888888889,18,4.27384832020875,1.59598565808487,3,15,0.166666666666667,18,1,8,23,0.258064516129032,31,4.47503193365759,1.33497902962389,5,26,0.161290322580645,31,1,12,31,0.27906976744186,43,4.62253486645692,1.2068869190516,8,35,0.186046511627907,43,1,16,49,0.246153846153846,65,5.9434066192732,1.92420694512714,15,50,0.230769230769231,65,1,20,64,0.238095238095238,84,6.13360869357558,1.86831096175777,24,60,0.285714285714286,84,1,21,75,0.21875,96,6.17011265104607,1.78695624610267,26,70,0.270833333333333,96,1,25,88,0.221238938053097,113,6.36343749541613,1.81254128019114,30,83,0.265486725663717,113,1,32,110,0.225352112676056,142,6.56107199748949,1.78708803754984,33,109,0.232394366197183,142,1,34,126,0.2125,160,6.58716047126136,1.7100942831866,38,122,0.2375,160,0.979591836734694,54,199,0.213438735177866,258.270833333333,7.0746503702075,1.73457568567733,48,205,0.189723320158103,258.270833333333
"295",79769626,"79769626-2012-10-09",40,80,"2012-10-09","HA1",2012,"F","Adult",0,0,0,0,1,2,4,0.333333333333333,6,3.83775722989711,2.14829195287735,3,3,0.5,6,1,4,8,0.333333333333333,12,4.09791067722744,1.78078767739199,4,8,0.333333333333333,12,1,6,19,0.24,25,4.38948579898506,1.4312578247455,6,19,0.24,25,1,14,38,0.269230769230769,52,5.04504529235306,1.37785175867173,12,40,0.230769230769231,52,1,16,57,0.219178082191781,73,5.11643393074644,1.18491440777545,17,56,0.232876712328767,73,1,17,67,0.202380952380952,84,5.2762179213514,1.1990628836513,21,63,0.25,84,0.96551724137931,27,91,0.228813559322034,122.214285714286,5.98104747719033,1.4693081395832,29,89,0.245762711864407,122.214285714286,0.918918918918919,32,110,0.225352112676056,154.529411764706,6.09878224764933,1.41803039660047,33,109,0.232394366197183,154.529411764706,0.888888888888889,34,119,0.222222222222222,172.125,6.14000654102468,1.39290093119036,34,119,0.222222222222222,172.125,0.877551020408163,49,176,0.217777777777778,256.395348837209,7.31689056686682,2.03949612159456,48,177,0.213333333333333,256.395348837209
"300",79639272,"79639272-2012-10-10",0,90,"2012-10-10","HA1",2012,"M","Adult",0,0,0,0,1,5,20,0.2,25,3.64877132027805,0.915128809693904,4,21,0.16,25,0.8,7,30,0.189189189189189,46.25,4.48332376751338,1.21361614777335,9,28,0.243243243243243,46.25,0.666666666666667,7,36,0.162790697674419,64.5,4.48332376751338,1.11039095812716,11,32,0.255813953488372,64.5,0.615384615384615,11,47,0.189655172413793,94.25,5.44677284568227,1.60601215507637,16,42,0.275862068965517,94.25,0.523809523809524,12,50,0.193548387096774,118.363636363636,5.51346193157273,1.60623352618301,17,45,0.274193548387097,118.363636363636,0.48,13,54,0.194029850746269,139.583333333333,5.58029980412362,1.59788210882178,17,50,0.253731343283582,139.583333333333,0.482758620689655,16,66,0.195121951219512,169.857142857143,5.66777123987641,1.50783411684307,23,59,0.280487804878049,169.857142857143,0.459459459459459,19,71,0.211111111111111,195.882352941176,5.725773269396,1.48077164959104,24,66,0.266666666666667,195.882352941176,0.422222222222222,22,74,0.229166666666667,227.368421052632,5.94977715469349,1.6066587018339,25,71,0.260416666666667,227.368421052632,0.428571428571429,27,103,0.207692307692308,303.333333333333,6.09172554109686,1.48017652787299,32,98,0.246153846153846,303.333333333333
"303",79778567,"79778567-2012-10-10",10,0,"2012-10-10","HA1",2012,"F","Adult",0,0,0,0,1,3,19,0.136363636363636,22,3.76083949542279,1.06759835259254,2,20,0.0909090909090909,22,0.8,4,29,0.121212121212121,41.25,3.83800550272871,0.865734288574815,4,29,0.121212121212121,41.25,0.666666666666667,6,39,0.133333333333333,67.5,4.13782762447675,0.863045013165863,4,41,0.0888888888888889,67.5,0.615384615384615,7,54,0.114754098360656,99.125,4.38855131603325,0.834502158988583,4,57,0.0655737704918033,99.125,0.523809523809524,7,58,0.107692307692308,124.090909090909,4.38855131603325,0.799056107115393,5,60,0.0769230769230769,124.090909090909,0.48,8,64,0.111111111111111,150,4.40475965230052,0.752722039481096,6,66,0.0833333333333333,150,0.482758620689655,10,70,0.125,165.714285714286,4.64793379661815,0.829474507583551,7,73,0.0875,165.714285714286,0.459459459459459,11,76,0.126436781609195,189.352941176471,5.9488609749592,1.68536922656441,7,80,0.0804597701149425,189.352941176471,0.422222222222222,12,83,0.126315789473684,225,5.96325034039248,1.62587479692305,9,86,0.0947368421052632,225,0.428571428571429,18,104,0.147540983606557,284.666666666667,6.41952080332278,1.79545339831656,12,110,0.0983606557377049,284.666666666667
"304",79785369,"79785369-2012-10-10",30,10,"2012-10-10","HA1",2012,"M","NotAdult",0,0,0,0,1,2,19,0.0952380952380952,21,3.11928061535432,0.708037999100692,3,18,0.142857142857143,21,1,4,29,0.121212121212121,33,5.71338043960287,2.31730426864911,3,30,0.0909090909090909,33,1,5,38,0.116279069767442,43,5.81778529361249,2.17429333227486,4,39,0.0930232558139535,43,0.923076923076923,11,52,0.174603174603175,68.25,5.98449689280334,1.9864003887579,5,58,0.0793650793650794,68.25,0.857142857142857,13,58,0.183098591549296,82.8333333333333,6.08210116796368,1.96770005329617,6,65,0.0845070422535211,82.8333333333333,0.8,13,69,0.158536585365854,102.5,6.08210116796368,1.84508527038537,7,75,0.0853658536585366,102.5,0.793103448275862,17,94,0.153153153153153,139.95652173913,6.4073841076854,1.8645766549335,10,101,0.0900900900900901,139.95652173913,0.783783783783784,19,108,0.149606299212598,162.034482758621,6.42358612088135,1.76544372940687,14,113,0.110236220472441,162.034482758621,0.733333333333333,23,110,0.172932330827068,181.363636363636,6.62584355200505,1.89675179999773,14,119,0.105263157894737,181.363636363636,0.714285714285714,28,144,0.162790697674419,240.8,6.80159418554763,1.82818088220478,19,153,0.11046511627907,240.8
"305",79639272,"79639272-2012-10-23",0,80,"2012-10-23","HA1",2012,"M","Adult",0,0,0,0,1,2,23,0.08,25,3.72938767392186,0.965516530988398,7,18,0.28,25,0.8,8,35,0.186046511627907,53.75,5.24419257025154,1.68321894823931,13,30,0.302325581395349,53.75,0.666666666666667,11,44,0.2,82.5,5.41699832758497,1.62460279287306,14,41,0.254545454545455,82.5,0.692307692307692,15,57,0.208333333333333,104,5.60161138963921,1.55774255189938,18,54,0.25,104,0.619047619047619,17,66,0.204819277108434,134.076923076923,5.64315059924601,1.47927678755963,20,63,0.240963855421687,134.076923076923,0.6,20,66,0.232558139534884,143.333333333333,5.88429242403767,1.6422616695368,20,66,0.232558139534884,143.333333333333,0.586206896551724,22,70,0.239130434782609,156.941176470588,5.92195774492698,1.61840091826585,20,72,0.217391304347826,156.941176470588,0.540540540540541,23,89,0.205357142857143,207.2,5.96340192133319,1.49597119530769,27,85,0.241071428571429,207.2,0.511111111111111,23,96,0.19327731092437,232.826086956522,5.96340192133319,1.44925138455473,29,90,0.243697478991597,232.826086956522,0.510204081632653,33,134,0.197604790419162,327.32,6.47199313235199,1.58245625448478,36,131,0.215568862275449,327.32
"307",66843623,"66843623-2012-10-24",100,70,"2012-10-24","HA1",2012,"M","Adult",0,0,0,0,1,3,23,0.115384615384615,26,4.17224231090782,1.24016445691357,6,20,0.230769230769231,26,0.8,3,35,0.0789473684210526,47.5,4.17224231090782,0.986020299801333,7,31,0.184210526315789,47.5,0.666666666666667,3,46,0.0612244897959184,73.5,4.17224231090782,0.834334256785423,10,39,0.204081632653061,73.5,0.692307692307692,7,53,0.116666666666667,86.6666666666667,4.61339859277983,0.979742633589144,13,47,0.216666666666667,86.6666666666667,0.619047619047619,8,61,0.115942028985507,111.461538461538,6.64312923118952,2.49391534787151,15,54,0.217391304347826,111.461538461538,0.6,8,73,0.0987654320987654,135,6.64312923118952,2.3478333093072,16,65,0.197530864197531,135,0.620689655172414,9,85,0.0957446808510638,151.444444444444,6.64689876580766,2.21757340122955,17,77,0.180851063829787,151.444444444444,0.594594594594595,14,105,0.117647058823529,200.136363636364,6.69125382902355,2.04886468803994,21,98,0.176470588235294,200.136363636364,0.577777777777778,17,114,0.129770992366412,226.730769230769,6.7179558069652,1.98873665431055,22,109,0.16793893129771,226.730769230769,0.571428571428571,28,157,0.151351351351351,323.75,6.96821788727589,1.90760098136753,30,155,0.162162162162162,323.75
"308",79776883,"79776883-2012-10-24",100,90,"2012-10-24","HA1",2012,"M","Adult",0,0,0,0,1,2,18,0.1,20,3.96738026186362,1.27879137008442,5,15,0.25,20,0.8,2,27,0.0689655172413793,36.25,3.96738026186362,1.02524912893058,6,23,0.206896551724138,36.25,0.666666666666667,3,37,0.075,60,6.57857400160038,2.94247992142421,9,31,0.225,60,0.615384615384615,8,52,0.133333333333333,97.5,6.62877681087086,2.60952576380891,12,48,0.2,97.5,0.523809523809524,8,55,0.126984126984127,120.272727272727,6.62877681087086,2.56440732184859,12,51,0.19047619047619,120.272727272727,0.48,9,67,0.118421052631579,158.333333333333,6.64748330378199,2.40959913118262,14,62,0.184210526315789,158.333333333333,0.482758620689655,10,80,0.111111111111111,186.428571428571,6.66917229549805,2.27640459489119,14,76,0.155555555555556,186.428571428571,0.459459459459459,11,85,0.114583333333333,208.941176470588,6.677599678773,2.22621011043437,15,81,0.15625,208.941176470588,0.422222222222222,13,88,0.128712871287129,239.210526315789,6.71550141601762,2.21477849105998,16,85,0.158415841584158,239.210526315789,0.428571428571429,17,130,0.115646258503401,343,6.74890358880161,1.91644518339191,25,122,0.170068027210884,343
"309",79792581,"79792581-2012-10-24",90,40,"2012-10-24","HA1",2012,"F","Adult",0,0,0,0,1,4,18,0.181818181818182,22,4.3232027480164,1.47777308382605,4,18,0.181818181818182,22,1,8,30,0.210526315789474,38,4.75988683607367,1.39762931930152,8,30,0.210526315789474,38,1,9,40,0.183673469387755,49,4.80976569678148,1.24810411229217,8,41,0.163265306122449,49,0.923076923076923,14,58,0.194444444444444,78,5.19233543094982,1.24834121948868,12,60,0.166666666666667,78,0.857142857142857,15,65,0.1875,93.3333333333333,5.20832006274615,1.18550352952189,12,68,0.15,93.3333333333333,0.8,19,76,0.2,118.75,5.8807280439283,1.55995978383162,16,79,0.168421052631579,118.75,0.793103448275862,22,97,0.184873949579832,150.04347826087,6.23966075549713,1.66768233321297,21,98,0.176470588235294,150.04347826087,0.783783783783784,25,111,0.183823529411765,173.51724137931,6.42896497106305,1.7134433101824,25,111,0.183823529411765,173.51724137931,0.733333333333333,26,120,0.178082191780822,199.090909090909,6.43515393612394,1.66067587536755,28,118,0.191780821917808,199.090909090909,0.73469387755102,37,162,0.185929648241206,270.861111111111,6.62208440615571,1.56264115053164,35,164,0.175879396984925,270.861111111111
"310",67075638,"67075638-2012-10-24",70,60,"2012-10-24","HA1",2012,"F","NotAdult",0,0,0,0,1,3,17,0.15,20,2.97838906998722,0.658973000747352,5,15,0.25,20,1,4,28,0.125,32,3.1072212848818,0.511303556755,6,26,0.1875,32,1,7,37,0.159090909090909,44,3.52149372504193,0.557469731212497,6,38,0.136363636363636,44,1,13,56,0.188405797101449,69,4.93892748015953,1.10160502121145,11,58,0.159420289855072,69,1,15,70,0.176470588235294,85,5.2205810374217,1.15221501437002,17,68,0.2,85,1,18,87,0.171428571428571,105,5.38087382891823,1.11814098690188,20,85,0.19047619047619,105,1,23,109,0.174242424242424,132,6.84244637540342,2.09053325191603,25,107,0.189393939393939,132,1,29,140,0.171597633136095,169,6.99204702285891,2.00574583594235,33,136,0.195266272189349,169,1,30,152,0.164835164835165,182,7.00746273804062,1.95516674851111,34,148,0.186813186813187,182,0.979591836734694,52,240,0.178082191780822,298.083333333333,7.41753129236743,1.90186124468143,48,244,0.164383561643836,298.083333333333
"314",79770053,"79770053-2012-10-25",10,20,"2012-10-25","HA1",2012,"M","Adult",0,0,0,0,1,4,34,0.105263157894737,38,4.22572718324313,1.02040645395908,2,36,0.0526315789473684,38,1,9,56,0.138461538461538,65,4.49035653102517,0.857051628157062,6,59,0.0923076923076923,65,1,11,70,0.135802469135802,81,4.5987490591105,0.794945494941042,9,72,0.111111111111111,81,0.923076923076923,15,97,0.133928571428571,121.333333333333,5.58144602246161,1.21230013179589,11,101,0.0982142857142857,121.333333333333,0.857142857142857,15,112,0.118110236220472,148.166666666667,5.58144602246161,1.1256839461629,12,115,0.094488188976378,148.166666666667,0.8,16,119,0.118518518518519,168.75,6.29968895659779,1.61446606630143,12,123,0.0888888888888889,168.75,0.758620689655172,21,126,0.142857142857143,193.772727272727,6.49915810270364,1.70731978292563,14,133,0.0952380952380952,193.772727272727,0.702702702702703,25,132,0.159235668789809,223.423076923077,6.55681953480435,1.70072029305653,15,142,0.0955414012738854,223.423076923077,0.644444444444444,29,137,0.174698795180723,257.586206896552,6.58973547254313,1.68213774262128,17,149,0.102409638554217,257.586206896552,0.63265306122449,41,182,0.183856502242152,352.483870967742,6.86600727858217,1.66703940592621,32,191,0.143497757847534,352.483870967742
"316",79772013,"79772013-2012-10-25",30,50,"2012-10-25","HA1",2012,"M","Adult",0,0,1,52.2727272727273,1,3,23,0.115384615384615,26,3.66692299383235,0.902836211014378,3,23,0.115384615384615,26,1,6,41,0.127659574468085,47,5.3082889873179,1.6632984854697,8,39,0.170212765957447,47,1,8,48,0.142857142857143,56,5.37434002335978,1.57601926405772,9,47,0.160714285714286,56,1,16,71,0.183908045977011,87,5.64257897564533,1.4426897434318,18,69,0.206896551724138,87,1,22,85,0.205607476635514,107,6.1360870471037,1.66971731636214,23,84,0.214953271028037,107,1,25,92,0.213675213675214,117,6.29015854826236,1.72282584153708,24,93,0.205128205128205,117,1,30,123,0.196078431372549,153,6.81372625195503,1.93771262588012,31,122,0.202614379084967,153,1,39,156,0.2,195,6.93045750256577,1.83111321122698,39,156,0.2,195,1,40,168,0.192307692307692,208,6.93930509721138,1.78456440744265,40,168,0.192307692307692,208,0.979591836734694,59,273,0.177710843373494,338.916666666667,7.09439925972956,1.53193093056221,57,275,0.171686746987952,338.916666666667
"319",79790568,"79790568-2012-10-23",100,90,"2012-10-23","HA1",2012,"M","Adult",0,0,0,0,1,2,16,0.111111111111111,18,3.96738026186362,1.35591972769453,5,13,0.277777777777778,18,0.8,2,25,0.0740740740740741,33.75,3.96738026186362,1.0716585361282,6,21,0.222222222222222,33.75,0.666666666666667,3,35,0.0789473684210526,57,6.57857400160038,2.99113299407607,9,29,0.236842105263158,57,0.615384615384615,8,50,0.137931034482759,94.25,6.62877681087086,2.64097198947804,12,46,0.206896551724138,94.25,0.523809523809524,8,53,0.131147540983607,116.454545454545,6.62877681087086,2.59422186782062,12,49,0.19672131147541,116.454545454545,0.48,9,64,0.123287671232877,152.083333333333,6.64748330378199,2.44631996357148,14,59,0.191780821917808,152.083333333333,0.482758620689655,10,76,0.116279069767442,178.142857142857,6.66917229549805,2.31729419099117,14,72,0.162790697674419,178.142857142857,0.459459459459459,11,81,0.119565217391304,200.235294117647,6.677599678773,2.26426221778056,15,77,0.16304347826087,200.235294117647,0.422222222222222,13,84,0.134020618556701,229.736842105263,6.71550141601762,2.25085478531695,16,81,0.164948453608247,229.736842105263,0.428571428571429,17,125,0.119718309859155,331.333333333333,6.74890358880161,1.9460337592088,25,117,0.176056338028169,331.333333333333
"323",79786569,"79786569-2012-10-23",70,100,"2012-10-23","HA1",2012,"M","Adult",0,0,0,0,1,4,28,0.125,32,3.71966114607967,0.814402152559232,4,28,0.125,32,0.8,7,35,0.166666666666667,52.5,6.60476256556147,2.92111709362677,5,37,0.119047619047619,52.5,0.666666666666667,9,42,0.176470588235294,76.5,6.61375196412224,2.74686110299447,5,46,0.0980392156862745,76.5,0.692307692307692,11,51,0.17741935483871,89.5555555555556,6.63494806417249,2.58489736560577,7,55,0.112903225806452,89.5555555555556,0.619047619047619,13,57,0.185714285714286,113.076923076923,6.69290322625653,2.5264835302958,9,61,0.128571428571429,113.076923076923,0.6,14,67,0.172839506172839,135,6.69908248761788,2.39863660805647,10,71,0.123456790123457,135,0.620689655172414,15,81,0.15625,154.666666666667,6.70240679866487,2.24839668781812,13,83,0.135416666666667,154.666666666667,0.594594594594595,18,99,0.153846153846154,196.772727272727,6.77790191912529,2.13978880417269,18,99,0.153846153846154,196.772727272727,0.577777777777778,20,113,0.150375939849624,230.192307692308,6.79895800756167,2.04590830641405,23,110,0.172932330827068,230.192307692308,0.571428571428571,28,145,0.161849710982659,302.75,6.86208140370776,1.87433651347362,32,141,0.184971098265896,302.75
"326",79778567,"79778567-2012-10-23",10,0,"2012-10-23","HA1",2012,"F","Adult",0,0,0,0,1,3,21,0.125,24,3.76083949542279,1.01136597687181,2,22,0.0833333333333333,24,0.8,4,33,0.108108108108108,46.25,3.83800550272871,0.801065163480163,4,33,0.108108108108108,46.25,0.666666666666667,6,43,0.122448979591837,73.5,4.13782762447675,0.814701221473219,4,45,0.0816326530612245,73.5,0.615384615384615,7,60,0.104477611940299,108.875,4.38855131603325,0.782494441579771,4,63,0.0597014925373134,108.875,0.523809523809524,7,64,0.0985915492957746,135.545454545455,4.38855131603325,0.751440544118402,5,66,0.0704225352112676,135.545454545455,0.48,8,70,0.102564102564103,162.5,4.40475965230052,0.711185246343862,6,72,0.0769230769230769,162.5,0.482758620689655,10,78,0.113636363636364,182.285714285714,4.64793379661815,0.776867286940401,7,81,0.0795454545454545,182.285714285714,0.459459459459459,11,85,0.114583333333333,208.941176470588,5.9488609749592,1.60592442076243,7,89,0.0729166666666667,208.941176470588,0.422222222222222,12,92,0.115384615384615,246.315789473684,5.96325034039248,1.55382769977548,9,95,0.0865384615384615,246.315789473684,0.428571428571429,18,117,0.133333333333333,315,6.41952080332278,1.71173902804164,13,122,0.0962962962962963,315
"327",66808052,"66808052-2012-10-23",10,10,"2012-10-23","HA1",2012,"M","Adult",0,0,0,0,1,5,27,0.15625,32,4.07186951693355,1.03036175564078,3,29,0.09375,32,1,7,49,0.125,56,4.38855131603325,0.88379470241045,4,52,0.0714285714285714,56,1,7,59,0.106060606060606,66,4.38855131603325,0.79068408788473,5,61,0.0757575757575758,66,0.846153846153846,8,78,0.0930232558139535,101.636363636364,4.44113843232474,0.680695014793557,7,79,0.0813953488372093,101.636363636364,0.714285714285714,8,81,0.0898876404494382,124.6,4.44113843232474,0.663912215646447,7,82,0.0786516853932584,124.6,0.64,10,85,0.105263157894737,148.4375,4.68775318041177,0.757400533909498,9,86,0.0947368421052632,148.4375,0.620689655172414,13,98,0.117117117117117,178.833333333333,6.278281318037,1.75641549658287,10,101,0.0900900900900901,178.833333333333,0.594594594594595,14,106,0.116666666666667,201.818181818182,6.32412961492921,1.72999050014713,12,108,0.1,201.818181818182,0.533333333333333,14,108,0.114754098360656,228.75,6.32412961492921,1.71641160968416,12,110,0.0983606557377049,228.75,0.530612244897959,27,136,0.165644171779141,307.192307692308,6.61008916054339,1.71368652140625,19,144,0.116564417177914,307.192307692308
"328",66872112,"66872112-2012-10-23",10,70,"2012-10-23","HA1",2012,"M","Adult",0,0,1,3.84615384615385,1,7,26,0.212121212121212,33,5.24606025378809,1.90534498812136,13,20,0.393939393939394,33,1,11,39,0.22,50,5.42704498337376,1.71010121411257,14,36,0.28,50,1,16,47,0.253968253968254,63,5.53575247338719,1.61133624283944,16,47,0.253968253968254,63,0.923076923076923,19,64,0.228915662650602,89.9166666666667,5.80089726947688,1.60362844510619,19,64,0.228915662650602,89.9166666666667,0.857142857142857,22,68,0.244444444444444,105,5.91005754646279,1.62646408273982,19,71,0.211111111111111,105,0.8,24,76,0.24,125,5.98013827264799,1.59836695597019,22,78,0.22,125,0.793103448275862,28,99,0.220472440944882,160.130434782609,6.35647738268847,1.71004968926695,27,100,0.21259842519685,160.130434782609,0.783783783783784,29,122,0.19205298013245,192.655172413793,6.38351081211305,1.5920727391296,34,117,0.225165562913907,192.655172413793,0.733333333333333,29,128,0.184713375796178,214.090909090909,6.38351081211305,1.56116047866985,35,122,0.222929936305732,214.090909090909,0.714285714285714,41,168,0.196172248803828,292.6,6.55519117176352,1.47208076495592,44,165,0.210526315789474,292.6
"331",79623797,"79623797-2012-10-23",10,90,"2012-10-23","HA1",2012,"M","Adult",0,0,1,3.57142857142857,1,5,25,0.166666666666667,30,4.14994313020641,1.12525847063001,8,22,0.266666666666667,30,1,8,39,0.170212765957447,47,4.56983759850218,1.10939390187104,10,37,0.212765957446809,47,1,11,47,0.189655172413793,58,5.44677284568227,1.60601215507637,14,44,0.241379310344828,58,0.846153846153846,13,66,0.164556962025316,93.3636363636364,5.57518253593104,1.46477120023371,22,57,0.278481012658228,93.3636363636364,0.714285714285714,15,66,0.185185185185185,113.4,5.62614811299127,1.48494018150166,22,59,0.271604938271605,113.4,0.64,17,73,0.188888888888889,140.625,5.6561284557221,1.42722057184208,25,65,0.277777777777778,140.625,0.620689655172414,21,89,0.190909090909091,177.222222222222,5.75869187879991,1.35380279514182,28,82,0.254545454545455,177.222222222222,0.594594594594595,21,93,0.184210526315789,191.727272727273,5.75869187879991,1.32743202795722,29,85,0.254385964912281,191.727272727273,0.533333333333333,21,97,0.177966101694915,221.25,5.75869187879991,1.30220660351265,30,88,0.254237288135593,221.25,0.530612244897959,37,120,0.235668789808917,295.884615384615,6.29394891886718,1.49095072769742,35,122,0.222929936305732,295.884615384615
"332",79630010,"79630010-2012-10-23",10,100,"2012-10-23","HA1",2012,"F","Adult",0,0,0,0,1,6,19,0.24,25,4.02311414226535,1.16158505172903,5,20,0.2,25,0.8,6,27,0.181818181818182,41.25,4.02311414226535,0.979405937927394,6,27,0.181818181818182,41.25,0.666666666666667,8,44,0.153846153846154,78,4.61068694007568,1.06969299944536,15,37,0.288461538461538,78,0.615384615384615,9,51,0.15,97.5,4.72133329535736,1.04917636667084,15,45,0.25,97.5,0.523809523809524,9,51,0.15,114.545454545455,4.72133329535736,1.04917636667084,15,45,0.25,114.545454545455,0.48,13,63,0.171052631578947,158.333333333333,5.53258957916931,1.46166332112361,20,56,0.263157894736842,158.333333333333,0.482758620689655,14,75,0.157303370786517,184.357142857143,5.59395906620883,1.38853259542019,24,65,0.269662921348315,184.357142857143,0.459459459459459,16,77,0.172043010752688,202.411764705882,5.64399994052873,1.39323475637987,25,68,0.268817204301075,202.411764705882,0.422222222222222,20,83,0.194174757281553,243.947368421053,5.69611524248093,1.356006857994,27,76,0.262135922330097,243.947368421053,0.428571428571429,26,112,0.188405797101449,322,5.95170676152778,1.32928083529585,33,105,0.239130434782609,322
"335",67088839,"67088839-2012-10-23",20,60,"2012-10-23","HA1",2012,"M","Adult",2230.76923076923,1,0,0,1,4,22,0.153846153846154,26,3.36510888709649,0.729713633804548,6,20,0.230769230769231,26,1,12,32,0.272727272727273,44,5.37685523104119,1.77395363400276,10,34,0.227272727272727,44,1,16,43,0.271186440677966,59,5.98678233498261,2.04524368574369,11,48,0.186440677966102,59,1,21,69,0.233333333333333,90,6.23357401497267,1.89473958062293,20,70,0.222222222222222,90,1,22,84,0.207547169811321,106,6.25639889430073,1.77645132582216,23,83,0.216981132075472,106,1,24,88,0.214285714285714,112,6.26690470640652,1.7395950471713,24,88,0.214285714285714,112,0.96551724137931,27,107,0.201492537313433,138.785714285714,6.29003740608305,1.61267668742216,28,106,0.208955223880597,138.785714285714,0.918918918918919,31,129,0.19375,174.117647058824,6.41990138726459,1.57503093380723,34,126,0.2125,174.117647058824,0.888888888888889,32,143,0.182857142857143,196.875,6.43284775501034,1.51474105929814,38,137,0.217142857142857,196.875,0.877551020408163,52,215,0.194756554307116,304.255813953488,7.05144947345963,1.67153736073541,51,216,0.191011235955056,304.255813953488
"337",67069635,"67069635-2012-10-23",30,0,"2012-10-23","HA1",2012,"F","Adult",0,0,0,0,1,1,13,0.0714285714285714,14,0.83975065475182,0.0898269583897934,0,14,0,14,0.8,3,18,0.142857142857143,26.25,3.17579643090344,0.738436519167231,2,19,0.0952380952380952,26.25,0.666666666666667,4,30,0.117647058823529,51,3.35330343655783,0.59425339523261,3,31,0.0882352941176471,51,0.692307692307692,6,46,0.115384615384615,75.1111111111111,5.83152390292322,2.01970620538125,4,48,0.0769230769230769,75.1111111111111,0.619047619047619,10,50,0.166666666666667,96.9230769230769,5.91949213066672,1.97227992679283,4,56,0.0666666666666667,96.9230769230769,0.6,11,61,0.152777777777778,120,5.93018105702427,1.82639039503235,5,67,0.0694444444444444,120,0.620689655172414,13,74,0.149425287356322,140.166666666667,6.00754895495013,1.73355747514959,8,79,0.0919540229885057,140.166666666667,0.594594594594595,17,93,0.154545454545455,185,6.14754635954998,1.65661419076677,10,100,0.0909090909090909,185,0.577777777777778,17,105,0.139344262295082,211.153846153846,6.14754635954998,1.57367266802926,12,110,0.0983606557377049,211.153846153846,0.571428571428571,26,146,0.151162790697674,301,6.7165016510953,1.75717914318918,19,153,0.11046511627907,301
