"","ID","ID.CapDate","X","Y","Capture.date","Grid","year","Sex","Age","EhungInt","EhungINF","HpolINF","H.poly.EPG","PropOnGrid_10","NemNoInf_10","NemNoUninf_10","NemPrev_10","NemNoTotal_10","NemTotBurden_10","NemMeanBurden_10","EimNoInf_10","EimNoUninf_10","EimPrev_10","EimNoTotal_10","PropOnGrid_14.1","NemNoInf_14.1","NemNoUninf_14.1","NemPrev_14.1","NemNoTotal_14.1","NemTotBurden_14.1","NemMeanBurden_14.1","EimNoInf_14.1","EimNoUninf_14.1","EimPrev_14.1","EimNoTotal_14.1","PropOnGrid_20","NemNoInf_20","NemNoUninf_20","NemPrev_20","NemNoTotal_20","NemTotBurden_20","NemMeanBurden_20","EimNoInf_20","EimNoUninf_20","EimPrev_20","EimNoTotal_20","PropOnGrid_22.4","NemNoInf_22.4","NemNoUninf_22.4","NemPrev_22.4","NemNoTotal_22.4","NemTotBurden_22.4","NemMeanBurden_22.4","EimNoInf_22.4","EimNoUninf_22.4","EimPrev_22.4","EimNoTotal_22.4","PropOnGrid_28.3","NemNoInf_28.3","NemNoUninf_28.3","NemPrev_28.3","NemNoTotal_28.3","NemTotBurden_28.3","NemMeanBurden_28.3","EimNoInf_28.3","EimNoUninf_28.3","EimPrev_28.3","EimNoTotal_28.3","PropOnGrid_30","NemNoInf_30","NemNoUninf_30","NemPrev_30","NemNoTotal_30","NemTotBurden_30","NemMeanBurden_30","EimNoInf_30","EimNoUninf_30","EimPrev_30","EimNoTotal_30","PropOnGrid_31.6","NemNoInf_31.6","NemNoUninf_31.6","NemPrev_31.6","NemNoTotal_31.6","NemTotBurden_31.6","NemMeanBurden_31.6","EimNoInf_31.6","EimNoUninf_31.6","EimPrev_31.6","EimNoTotal_31.6","PropOnGrid_36.1","NemNoInf_36.1","NemNoUninf_36.1","NemPrev_36.1","NemNoTotal_36.1","NemTotBurden_36.1","NemMeanBurden_36.1","EimNoInf_36.1","EimNoUninf_36.1","EimPrev_36.1","EimNoTotal_36.1","PropOnGrid_40","NemNoInf_40","NemNoUninf_40","NemPrev_40","NemNoTotal_40","NemTotBurden_40","NemMeanBurden_40","EimNoInf_40","EimNoUninf_40","EimPrev_40","EimNoTotal_40","PropOnGrid_50","NemNoInf_50","NemNoUninf_50","NemPrev_50","NemNoTotal_50","NemTotBurden_50","NemMeanBurden_50","EimNoInf_50","EimNoUninf_50","EimPrev_50","EimNoTotal_50"
"461",66893321,"66893321-2012-12-18",100,0,"2012-12-18","HA1",2012,"M","Adult",0,0,1,31.3725490196078,1,3,2,0.6,5,2.17451942548788,0.939847560790837,0,5,0,5,0.6,4,2,0.666666666666667,10,2.40906335226309,0.988520687200156,0,6,0,10,0.444444444444444,4,6,0.4,22.5,2.40906335226309,0.699305053284255,1,9,0.1,22.5,0.461538461538462,6,6,0.5,26,3.70870553169477,1.4625019700179,1,11,0.0833333333333333,26,0.380952380952381,7,6,0.538461538461538,34.125,4.59741945729258,2.14663209962218,1,12,0.0769230769230769,34.125,0.36,8,6,0.571428571428571,38.8888888888889,4.60819751791289,2.09101001006222,1,13,0.0714285714285714,38.8888888888889,0.379310344827586,8,6,0.571428571428571,36.9090909090909,4.60819751791289,2.09101001006222,1,13,0.0714285714285714,36.9090909090909,0.351351351351351,8,6,0.571428571428571,39.8461538461538,4.60819751791289,2.09101001006222,1,13,0.0714285714285714,39.8461538461538,0.333333333333333,8,6,0.571428571428571,42,4.60819751791289,2.09101001006222,1,13,0.0714285714285714,42,0.346938775510204,9,9,0.5,51.8823529411765,4.63111833481916,1.89402163401289,1,17,0.0555555555555556,51.8823529411765
"462",79792086,"79792086-2012-12-18",100,20,"2012-12-18","HA1",2012,"F","Adult",0,0,1,1.76991150442478,1,5,4,0.555555555555556,9,3.58635846824561,1.58928890758883,1,8,0.111111111111111,9,0.8,6,4,0.6,12.5,3.64878505259326,1.5566266188468,1,9,0.1,12.5,0.666666666666667,8,6,0.571428571428571,21,4.60819751791289,2.09101001006222,1,13,0.0714285714285714,21,0.692307692307692,8,6,0.571428571428571,20.2222222222222,4.60819751791289,2.09101001006222,1,13,0.0714285714285714,20.2222222222222,0.619047619047619,8,7,0.533333333333333,24.2307692307692,4.60819751791289,2.03080429487445,1,14,0.0666666666666667,24.2307692307692,0.6,8,7,0.533333333333333,25,4.60819751791289,2.03080429487445,1,14,0.0666666666666667,25,0.586206896551724,8,7,0.533333333333333,25.5882352941176,4.60819751791289,2.03080429487445,1,14,0.0666666666666667,25.5882352941176,0.540540540540541,8,7,0.533333333333333,27.75,4.60819751791289,2.03080429487445,1,14,0.0666666666666667,27.75,0.511111111111111,8,11,0.421052631578947,37.1739130434783,4.60819751791289,1.82881177279095,2,17,0.105263157894737,37.1739130434783,0.510204081632653,13,16,0.448275862068966,56.84,5.36264780251095,2.11869933325584,3,26,0.103448275862069,56.84
"465",79782524,"79782524-2012-12-18",90,90,"2012-12-18","HA1",2012,"F","Adult",3.57142857142857,1,1,39.2857142857143,1,4,4,0.5,8,4.19201647116656,2.21315340306046,4,4,0.5,8,1,11,6,0.647058823529412,17,5.78253677372263,2.99744121494133,6,11,0.352941176470588,17,1,13,6,0.684210526315789,19,5.81021579228849,2.91831432791511,6,13,0.315789473684211,19,0.846153846153846,17,9,0.653846153846154,30.7272727272727,6.02001278837228,2.82088393605831,8,18,0.307692307692308,30.7272727272727,0.714285714285714,17,10,0.62962962962963,37.8,6.02001278837228,2.78543149955258,8,19,0.296296296296296,37.8,0.64,18,14,0.5625,50,6.22815976719838,2.82179166284726,9,23,0.28125,50,0.620689655172414,19,19,0.5,61.2222222222222,6.23167693094048,2.66431400224741,10,28,0.263157894736842,61.2222222222222,0.594594594594595,19,21,0.475,67.2727272727273,6.23167693094048,2.61667964341055,11,29,0.275,67.2727272727273,0.533333333333333,19,24,0.441860465116279,80.625,6.23167693094048,2.54982240482285,11,32,0.255813953488372,80.625,0.530612244897959,21,26,0.446808510638298,88.5769230769231,6.26019812814344,2.49429965728607,11,36,0.234042553191489,88.5769230769231
"467",79776883,"79776883-2012-12-18",80,80,"2012-12-18","HA1",2012,"M","Adult",0,0,1,57.8947368421053,1,1,3,0.25,4,3.40673756203777,2.11525099437655,4,0,1,4,1,4,4,0.5,8,3.75477326509911,1.82705686260017,4,4,0.5,8,1,8,6,0.571428571428571,14,4.93818641100269,2.38821869297074,5,9,0.357142857142857,14,1,15,16,0.483870967741935,31,5.84409191304366,2.49344252884576,9,22,0.290322580645161,31,1,19,21,0.475,40,6.23167693094048,2.61667964341055,11,29,0.275,40,1,19,21,0.475,40,6.23167693094048,2.61667964341055,11,29,0.275,40,0.931034482758621,20,25,0.444444444444444,48.3333333333333,6.24057428649996,2.5161776194683,11,34,0.244444444444444,48.3333333333333,0.837837837837838,21,26,0.446808510638298,56.0967741935484,6.26019812814344,2.49429965728607,11,36,0.234042553191489,56.0967741935484,0.777777777777778,21,27,0.4375,61.7142857142857,6.26019812814344,2.47500118064219,11,37,0.229166666666667,61.7142857142857,0.755102040816326,23,32,0.418181818181818,72.8378378378378,6.55597725573059,2.62260619169738,13,42,0.236363636363636,72.8378378378378
"471",67296101,"67296101-2012-12-19",0,10,"2012-12-19","HA1",2012,"F","Adult",0,0,0,0,1,4,5,0.444444444444444,9,5.14673017168803,2.99500194995256,1,8,0.111111111111111,9,0.8,8,5,0.615384615384615,16.25,6.41970154047358,3.87411325081913,2,11,0.153846153846154,16.25,0.666666666666667,10,5,0.666666666666667,22.5,6.73207222847696,4.04057314134635,4,11,0.266666666666667,22.5,0.615384615384615,13,6,0.684210526315789,30.875,7.1789887062212,4.24818030030347,6,13,0.315789473684211,30.875,0.523809523809524,14,6,0.7,38.1818181818182,7.29763190541633,4.31468324004429,7,13,0.35,38.1818181818182,0.48,14,6,0.7,41.6666666666667,7.29763190541633,4.31468324004429,7,13,0.35,41.6666666666667,0.482758620689655,16,7,0.695652173913043,47.6428571428571,7.41099498953229,4.28871361313869,7,16,0.304347826086957,47.6428571428571,0.459459459459459,16,9,0.64,54.4117647058823,7.41099498953229,4.20652455947305,7,18,0.28,54.4117647058823,0.422222222222222,17,11,0.607142857142857,66.3157894736842,7.41236806655655,4.09633308337482,8,20,0.285714285714286,66.3157894736842,0.428571428571429,22,17,0.564102564102564,91,8.29298270192015,4.63888626039673,10,29,0.256410256410256,91
"475",79774078,"79774078-2012-12-19",10,90,"2012-12-19","HA1",2012,"M","Adult",19826.0869565217,1,1,8.69565217391304,1,7,4,0.636363636363636,11,5.02646438564931,2.69212562260444,1,10,0.0909090909090909,11,1,10,5,0.666666666666667,15,6.20656433367142,3.52634924980513,1,14,0.0666666666666667,15,1,10,7,0.588235294117647,17,6.20656433367142,3.40510005021474,1,16,0.0588235294117647,17,0.846153846153846,15,8,0.652173913043478,27.1818181818182,6.44006974039078,3.33909143516679,1,22,0.0434782608695652,27.1818181818182,0.714285714285714,15,8,0.652173913043478,32.2,6.44006974039078,3.33909143516679,1,22,0.0434782608695652,32.2,0.64,16,8,0.666666666666667,37.5,6.48801838869401,3.34436203027764,2,22,0.0833333333333333,37.5,0.620689655172414,17,10,0.62962962962963,43.5,6.49628356238659,3.23893152604065,3,24,0.111111111111111,43.5,0.594594594594595,18,11,0.620689655172414,48.7727272727273,6.55983125422115,3.23142097579184,4,25,0.137931034482759,48.7727272727273,0.533333333333333,19,15,0.558823529411765,63.75,6.91756325117498,3.4233580761918,4,30,0.117647058823529,63.75,0.530612244897959,24,25,0.489795918367347,92.3461538461538,8.03483243539264,4.15844344292261,5,44,0.102040816326531,92.3461538461538
"476",79770817,"79770817-2012-12-19",10,30,"2012-12-19","HA1",2012,"F","Adult",0,0,1,22.2222222222222,1,8,1,0.888888888888889,9,6.70824508023284,4.52073955678989,4,5,0.444444444444444,9,1,9,3,0.75,12,6.71604028938726,4.24437022568907,4,8,0.333333333333333,12,1,11,7,0.611111111111111,18,7.03206879059905,4.15659820658143,4,14,0.222222222222222,18,0.923076923076923,17,11,0.607142857142857,30.3333333333333,8.14709952043947,4.82268310343412,6,22,0.214285714285714,30.3333333333333,0.857142857142857,17,12,0.586206896551724,33.8333333333333,8.14709952043947,4.7878790699281,7,22,0.241379310344828,33.8333333333333,0.8,18,12,0.6,37.5,8.1559700315236,4.76306168601749,8,22,0.266666666666667,37.5,0.793103448275862,21,16,0.567567567567568,46.6521739130435,8.26444623532519,4.66275602960803,10,27,0.27027027027027,46.6521739130435,0.783783783783784,24,17,0.585365853658537,52.3103448275862,8.31139385946274,4.60760186481921,11,30,0.268292682926829,52.3103448275862,0.733333333333333,24,20,0.545454545454545,60,8.31139385946274,4.53771396153722,12,32,0.272727272727273,60,0.714285714285714,31,23,0.574074074074074,75.6,8.38549533337053,4.40853085560944,13,41,0.240740740740741,75.6
"477",79631608,"79631608-2012-12-19",30,100,"2012-12-19","HA1",2012,"F","Adult",0,0,1,82.2222222222222,1,1,3,0.25,4,2.1624384612508,1.07263680226485,1,3,0.25,4,0.8,1,3,0.25,5,2.1624384612508,1.07263680226485,1,3,0.25,5,0.666666666666667,2,8,0.2,15,2.79634280824789,0.931558204004943,1,9,0.1,15,0.692307692307692,4,13,0.235294117647059,24.5555555555556,4.31107555764451,1.6723640724674,2,15,0.117647058823529,24.5555555555556,0.619047619047619,4,13,0.235294117647059,27.4615384615385,4.31107555764451,1.6723640724674,2,15,0.117647058823529,27.4615384615385,0.6,7,15,0.318181818181818,36.6666666666667,6.03577227931152,2.99373389548569,2,20,0.0909090909090909,36.6666666666667,0.620689655172414,12,19,0.387096774193548,49.9444444444444,6.24646824582009,2.8689733934334,3,28,0.0967741935483871,49.9444444444444,0.594594594594595,12,20,0.375,53.8181818181818,6.24646824582009,2.83905389736458,3,29,0.09375,53.8181818181818,0.577777777777778,15,22,0.405405405405405,64.0384615384615,6.3957622673945,2.84317937782922,4,33,0.108108108108108,64.0384615384615,0.571428571428571,24,30,0.444444444444444,94.5,6.67001425531065,2.74609125786902,7,47,0.12962962962963,94.5
"482",79776883,"79776883-2012-12-05",70,90,"2012-12-05","HA1",2012,"M","Adult",0,0,1,4.10958904109589,1,1,4,0.2,5,0.55748131540679,0.139112802462718,1,4,0.2,5,1,4,9,0.307692307692308,13,3.5390495513015,1.27308637624316,1,12,0.0769230769230769,13,1,5,13,0.277777777777778,18,3.63448798579604,1.11482189612361,1,17,0.0555555555555556,18,0.923076923076923,7,23,0.233333333333333,32.5,4.23602425262074,1.18512073119946,7,23,0.233333333333333,32.5,0.857142857142857,8,23,0.258064516129032,36.1666666666667,4.30585337944786,1.21167645720986,7,24,0.225806451612903,36.1666666666667,0.8,10,27,0.27027027027027,46.25,4.77574683002001,1.42991581558682,8,29,0.216216216216216,46.25,0.793103448275862,13,30,0.302325581395349,54.2173913043478,5.52644191142659,1.9198197617093,9,34,0.209302325581395,54.2173913043478,0.783783783783784,14,33,0.297872340425532,59.9655172413793,5.84784371273366,2.12235441280663,11,36,0.234042553191489,59.9655172413793,0.733333333333333,15,35,0.3,68.1818181818182,5.8565514950091,2.07572653232542,11,39,0.22,68.1818181818182,0.714285714285714,17,43,0.283333333333333,84,5.883492047205,1.94128258372024,12,48,0.2,84
"485",66893321,"66893321-2012-12-05",80,60,"2012-12-05","HA1",2012,"M","Adult",0,0,1,1.78571428571429,1,2,6,0.25,8,4.83154660120002,2.80642206722436,3,5,0.375,8,1,3,9,0.25,12,4.87064316650035,2.46671977994449,3,9,0.25,12,1,4,14,0.222222222222222,18,4.90344041548014,2.13187972620918,4,14,0.222222222222222,18,1,5,22,0.185185185185185,27,4.91878255350509,1.79690621018493,8,19,0.296296296296296,27,1,5,23,0.178571428571429,28,4.91878255350509,1.7666609371098,8,20,0.285714285714286,28,1,5,24,0.172413793103448,29,4.91878255350509,1.73765473294247,8,21,0.275862068965517,29,0.96551724137931,6,26,0.1875,33.1428571428571,4.94367034489225,1.67758824601052,8,24,0.25,33.1428571428571,0.918918918918919,10,31,0.24390243902439,44.6176470588235,5.43623355947251,1.88327780226852,10,31,0.24390243902439,44.6176470588235,0.888888888888889,13,36,0.26530612244898,55.125,5.75682680378277,2.00627520415392,10,39,0.204081632653061,55.125,0.877551020408163,18,55,0.246575342465753,83.1860465116279,6.15217655110878,2.00432431336693,15,58,0.205479452054795,83.1860465116279
"489",79623028,"79623028-2012-12-18",0,100,"2012-12-18","HA1",2012,"M","Adult",0,0,1,274.418604651163,1,6,2,0.75,8,5.04823518076535,3.01275749270191,0,8,0,8,0.6,7,4,0.636363636363636,18.3333333333333,5.3408428645165,2.98975321793806,1,10,0.0909090909090909,18.3333333333333,0.444444444444444,7,5,0.583333333333333,27,5.3408428645165,2.90730413133773,1,11,0.0833333333333333,27,0.461538461538462,7,5,0.583333333333333,26,5.3408428645165,2.90730413133773,1,11,0.0833333333333333,26,0.380952380952381,7,5,0.583333333333333,31.5,5.3408428645165,2.90730413133773,1,11,0.0833333333333333,31.5,0.36,11,5,0.6875,44.4444444444444,5.78887324907098,3.06118278978623,1,15,0.0625,44.4444444444444,0.379310344827586,11,7,0.611111111111111,47.4545454545455,5.78887324907098,2.94923671956898,1,17,0.0555555555555556,47.4545454545455,0.351351351351351,12,8,0.6,56.9230769230769,5.82642706534066,2.88520501560698,1,19,0.05,56.9230769230769,0.333333333333333,13,10,0.565217391304348,69,5.84238233658789,2.76877525124267,2,21,0.0869565217391304,69,0.346938775510204,14,12,0.538461538461538,74.9411764705882,5.92790833235046,2.73428894957901,4,22,0.153846153846154,74.9411764705882
"490",52826884,"52826884-2012-12-18",10,100,"2012-12-18","HA1",2012,"M","Adult",0,0,1,7.69230769230769,1,3,5,0.375,8,4.81318845603519,2.7890429681548,1,7,0.125,8,0.8,7,5,0.583333333333333,15,5.3408428645165,2.90730413133773,1,11,0.0833333333333333,15,0.666666666666667,8,5,0.615384615384615,19.5,5.37704000346292,2.86606522902931,1,12,0.0769230769230769,19.5,0.615384615384615,8,6,0.571428571428571,22.75,5.37704000346292,2.79632634950301,1,13,0.0714285714285714,22.75,0.523809523809524,8,7,0.533333333333333,28.6363636363636,5.37704000346292,2.73168356468181,1,14,0.0666666666666667,28.6363636363636,0.48,8,9,0.470588235294118,35.4166666666667,5.37704000346292,2.61516423360212,2,15,0.117647058823529,35.4166666666667,0.482758620689655,12,9,0.571428571428571,43.5,5.82642706534066,2.83920312756059,2,19,0.0952380952380952,43.5,0.459459459459459,12,9,0.571428571428571,45.7058823529412,5.82642706534066,2.83920312756059,2,19,0.0952380952380952,45.7058823529412,0.422222222222222,13,10,0.565217391304348,54.4736842105263,5.91327054732685,2.83554821311095,3,20,0.130434782608696,54.4736842105263,0.428571428571429,14,19,0.424242424242424,77,5.92790833235046,2.5132107323632,4,29,0.121212121212121,77
"491",79623797,"79623797-2012-12-18",10,90,"2012-12-18","HA1",2012,"M","Adult",0,0,1,5.19480519480519,1,5,4,0.555555555555556,9,4.9381086318577,2.79664524098952,1,8,0.111111111111111,9,1,7,5,0.583333333333333,12,5.3408428645165,2.90730413133773,1,11,0.0833333333333333,12,1,7,7,0.5,14,5.3408428645165,2.76221605964533,1,13,0.0714285714285714,14,0.846153846153846,12,8,0.6,23.6363636363636,5.82642706534066,2.88520501560698,1,19,0.05,23.6363636363636,0.714285714285714,12,8,0.6,28,5.82642706534066,2.88520501560698,1,19,0.05,28,0.64,13,8,0.619047619047619,32.8125,5.91327054732685,2.92140376534249,2,19,0.0952380952380952,32.8125,0.620689655172414,14,10,0.583333333333333,38.6666666666667,5.92790833235046,2.80932374112965,3,21,0.125,38.6666666666667,0.594594594594595,14,11,0.56,42.0454545454545,5.92790833235046,2.77100883957055,4,21,0.16,42.0454545454545,0.533333333333333,14,15,0.482758620689655,54.375,5.92790833235046,2.63255481994867,4,25,0.137931034482759,54.375,0.530612244897959,18,23,0.439024390243902,77.2692307692308,6.06357980685007,2.43897270881233,5,36,0.121951219512195,77.2692307692308
"492",79614576,"79614576-2012-12-18",10,50,"2012-12-18","HA1",2012,"F","Adult",0,0,1,303.703703703704,1,4,3,0.571428571428571,7,4.33261157068194,2.46255001666857,1,6,0.142857142857143,7,1,5,5,0.5,10,4.4017977063626,2.20384069915496,1,9,0.1,10,1,6,7,0.461538461538462,13,5.07857299101006,2.58570751790432,3,10,0.230769230769231,13,0.923076923076923,11,7,0.611111111111111,19.5,5.93743302576469,3.09094370367445,4,14,0.222222222222222,19.5,0.857142857142857,11,8,0.578947368421053,22.1666666666667,5.93743302576469,3.03939880058889,4,15,0.210526315789474,22.1666666666667,0.8,14,8,0.636363636363636,27.5,6.03473088119951,2.99274232459,5,17,0.227272727272727,27.5,0.793103448275862,15,10,0.6,31.5217391304348,6.04996136242484,2.88613310674243,5,20,0.2,31.5217391304348,0.783783783783784,15,12,0.555555555555556,34.448275862069,6.04996136242484,2.81362545739552,6,21,0.222222222222222,34.448275862069,0.733333333333333,17,16,0.515151515151515,45,6.1741252549938,2.74213502109114,7,26,0.212121212121212,45,0.73469387755102,27,25,0.519230769230769,70.7777777777778,6.82395725135371,2.92668820696619,11,41,0.211538461538462,70.7777777777778
"493",79615341,"79615341-2012-12-18",20,10,"2012-12-18","HA1",2012,"M","Adult",35.2941176470588,1,1,129.411764705882,1,3,3,0.5,6,5.98613788560226,4.20686687090755,1,5,0.166666666666667,6,1,7,3,0.7,10,6.35872503291663,4.07160391103625,2,8,0.2,10,1,10,5,0.666666666666667,15,6.6081566748083,3.91882070424726,4,11,0.266666666666667,15,0.923076923076923,12,8,0.6,21.6666666666667,6.71716757135688,3.74416427576619,6,14,0.3,21.6666666666667,0.857142857142857,13,8,0.619047619047619,24.5,6.82668126685715,3.80361599195299,7,14,0.333333333333333,24.5,0.8,13,9,0.590909090909091,27.5,6.82668126685715,3.75815684318087,7,15,0.318181818181818,27.5,0.758620689655172,14,10,0.583333333333333,31.6363636363636,6.86535816630101,3.71101705423809,7,17,0.291666666666667,31.6363636363636,0.702702702702703,14,12,0.538461538461538,37,6.86535816630101,3.63300999330896,8,18,0.307692307692308,37,0.644444444444444,17,14,0.548387096774194,48.1034482758621,6.87608365716053,3.47259205398608,8,23,0.258064516129032,48.1034482758621,0.63265306122449,19,18,0.513513513513513,58.4838709677419,7.0465935837126,3.46652807804558,9,28,0.243243243243243,58.4838709677419
"495",79630010,"79630010-2012-12-18",30,60,"2012-12-18","HA1",2012,"F","Adult",0,0,1,43.4782608695652,1,0,2,0,2,0,0,1,1,0.5,2,1,3,4,0.428571428571429,7,3.06851852513184,1.36863988082998,2,5,0.285714285714286,7,1,5,5,0.5,10,4.13434597712376,1.96639510388144,3,7,0.3,10,1,5,8,0.384615384615385,13,4.13434597712376,1.74516140770675,3,10,0.230769230769231,13,1,8,10,0.444444444444444,18,5.63094654068952,2.79973769064382,3,15,0.166666666666667,18,1,9,13,0.409090909090909,22,5.65031331651981,2.6305162602282,3,19,0.136363636363636,22,1,12,14,0.461538461538462,26,5.97798531559522,2.78131134482384,4,22,0.153846153846154,26,1,14,21,0.4,35,6.26631405990576,2.7735401043582,7,28,0.2,35,1,15,22,0.405405405405405,37,6.28081772597364,2.73511369496729,7,30,0.189189189189189,37,0.979591836734694,29,37,0.439393939393939,67.375,6.73364158865112,2.61850268460897,11,55,0.166666666666667,67.375
"496",66828572,"66828572-2012-12-18",40,20,"2012-12-18","HA1",2012,"M","Adult",0,0,0,0,1,1,2,0.333333333333333,3,1.18562366565774,0.563935449079938,2,1,0.666666666666667,3,1,1,5,0.166666666666667,6,1.18562366565774,0.321204764490424,3,3,0.5,6,1,1,7,0.125,8,1.18562366565774,0.250051004234134,3,5,0.375,8,1,5,9,0.357142857142857,14,5.78880058734402,3.18877306619211,3,11,0.214285714285714,14,1,7,10,0.411764705882353,17,6.57976640696994,3.76852077256395,4,13,0.235294117647059,17,1,10,10,0.5,20,6.63212894472043,3.66111831251309,5,15,0.25,20,0.96551724137931,12,13,0.48,25.8928571428571,6.73479246568164,3.54404891682833,7,18,0.28,25.8928571428571,0.918918918918919,15,15,0.5,32.6470588235294,6.78620050060545,3.4172266060678,7,23,0.233333333333333,32.6470588235294,0.888888888888889,17,16,0.515151515151515,37.125,6.85686165854548,3.39347039935803,7,26,0.212121212121212,37.125,0.877551020408163,25,23,0.520833333333333,54.6976744186047,7.15658752776575,3.32137740986124,11,37,0.229166666666667,54.6976744186047
"498",79783063,"79783063-2012-12-19",100,90,"2012-12-19","HA1",2012,"F","Adult",0,0,1,3.03030303030303,1,10,2,0.833333333333333,12,5.81570293718756,3.36305457890029,4,8,0.333333333333333,12,0.8,10,5,0.666666666666667,18.75,5.81570293718756,3.14853109760843,7,8,0.466666666666667,18.75,0.666666666666667,11,6,0.647058823529412,25.5,5.84243678714395,3.05460610201004,7,10,0.411764705882353,25.5,0.615384615384615,15,8,0.652173913043478,37.375,6.07730479434401,2.99105373112467,7,16,0.304347826086957,37.375,0.523809523809524,16,8,0.666666666666667,45.8181818181818,6.14207947722221,3.01230166429537,8,16,0.333333333333333,45.8181818181818,0.48,17,12,0.586206896551724,60.4166666666667,6.15087810956168,2.84155402706513,9,20,0.310344827586207,60.4166666666667,0.482758620689655,20,15,0.571428571428571,72.5,6.40357818061983,2.90299399229739,11,24,0.314285714285714,72.5,0.459459459459459,21,16,0.567567567567568,80.5294117647059,6.40653028769146,2.85334030515945,11,26,0.297297297297297,80.5294117647059,0.422222222222222,21,21,0.5,99.4736842105263,6.40653028769146,2.73434914164461,11,31,0.261904761904762,99.4736842105263,0.428571428571429,22,29,0.431372549019608,119,6.41400565094522,2.56091949034044,12,39,0.235294117647059,119
"499",79786569,"79786569-2012-12-19",50,50,"2012-12-19","HA1",2012,"M","Adult",0,0,0,0,1,3,1,0.75,4,5.25375467542676,3.88302215613056,0,4,0,4,1,3,2,0.6,5,5.25375467542676,3.66501253097962,0,5,0,5,1,4,6,0.4,10,5.27723969714706,3.01958835310187,2,8,0.2,10,1,5,9,0.357142857142857,14,5.47774659168086,2.89158864934239,4,10,0.285714285714286,14,1,5,11,0.3125,16,5.47774659168086,2.76595286018437,4,12,0.25,16,1,8,12,0.4,20,7.72733204053741,4.7399366622261,4,16,0.2,20,1,9,17,0.346153846153846,26,7.72811854919689,4.48096866948646,5,21,0.192307692307692,26,1,12,18,0.4,30,7.81529134043688,4.42572801988657,7,23,0.233333333333333,30,1,13,22,0.371428571428571,35,7.93089393920805,4.38769360204016,7,28,0.2,35,1,30,41,0.422535211267606,71,8.23065738610817,3.98645109862138,16,55,0.225352112676056,71
"501",79625618,"79625618-2012-12-20",80,10,"2012-12-20","HA1",2012,"F","Adult",0,0,1,15.5555555555556,1,3,1,0.75,4,4.16966419769969,2.82869911373432,0,4,0,4,1,5,1,0.833333333333333,6,4.5472353432949,2.80710229557616,0,6,0,6,1,9,2,0.818181818181818,11,4.86459037977754,2.54101365758185,0,11,0,11,0.923076923076923,12,10,0.545454545454545,23.8333333333333,5.11324344569101,2.14118088974609,2,20,0.0909090909090909,23.8333333333333,0.857142857142857,13,11,0.541666666666667,28,5.11969200352737,2.07046301577387,2,22,0.0833333333333333,28,0.8,13,12,0.52,31.25,5.11969200352737,2.03488256736932,2,23,0.08,31.25,0.758620689655172,13,12,0.52,32.9545454545455,5.11969200352737,2.03488256736932,2,23,0.08,32.9545454545455,0.702702702702703,13,14,0.481481481481481,38.4230769230769,5.11969200352737,1.9683229101631,3,24,0.111111111111111,38.4230769230769,0.644444444444444,14,15,0.482758620689655,45,5.1331865946062,1.91872912411303,4,25,0.137931034482759,45,0.63265306122449,18,23,0.439024390243902,64.8064516129032,5.87493458287018,2.26784560747625,5,36,0.121951219512195,64.8064516129032
"502",67083260,"67083260-2012-12-20",80,90,"2012-12-20","HA1",2012,"M","Adult",0,0,0,0,1,6,4,0.6,10,4.8984246811331,2.66080761782999,1,9,0.1,10,1,8,9,0.470588235294118,17,5.15740770444693,2.41230198287958,5,12,0.294117647058824,17,1,14,14,0.5,28,5.6552927025126,2.41335989779075,7,21,0.25,28,0.923076923076923,20,18,0.526315789473684,41.1666666666667,6.2555302909874,2.68656762467126,9,29,0.236842105263158,41.1666666666667,0.857142857142857,21,20,0.51219512195122,47.8333333333333,6.27283253672828,2.63202294505989,10,31,0.24390243902439,47.8333333333333,0.8,22,23,0.488888888888889,56.25,6.27619629501607,2.54903214433329,10,35,0.222222222222222,56.25,0.758620689655172,23,27,0.46,65.9090909090909,6.44094692507364,2.60417042718928,11,39,0.22,65.9090909090909,0.702702702702703,23,31,0.425925925925926,76.8461538461538,6.44094692507364,2.53310910608284,12,42,0.222222222222222,76.8461538461538,0.644444444444444,23,31,0.425925925925926,83.7931034482759,6.44094692507364,2.53310910608284,12,42,0.222222222222222,83.7931034482759,0.63265306122449,25,41,0.378787878787879,104.322580645161,6.46414457147852,2.37097299562662,14,52,0.212121212121212,104.322580645161
