ID,ID.CapDate,X,Y,Capture.date,Grid,year,Sex,Age,treated.Y.N,EhungInt,EhungINF,EappInt,EappINF,H.poly.EPG,HpolINF
66867586,66867586-2012-09-27,0,40,27/09/2012,HA1,2012,M,Adult,0,0,0,0,0,0,0
79637279,79637279-2012-09-27,0,80,27/09/2012,HA1,2012,M,Adult,0,0,0,0,0,0,0
79630102,79630102-2012-09-27,0,90,27/09/2012,HA1,2012,NA,NA,0,0,0,0,0,0,0
79784299,79784299-2012-09-28,80,70,28/09/2012,HA1,2012,F,NotAdult,0,0,0,638.0952381,1,0,0
79793298,79793298-2012-09-28,70,90,28/09/2012,HA1,2012,F,Adult,1,0,0,0,0,0,0
79786865,79786865-2012-09-28,60,40,28/09/2012,HA1,2012,M,Adult,0,0,0,NA,NA,NA,NA
67077295,67077295-2012-09-28,60,60,28/09/2012,HA1,2012,M,Adult,1,237.7358491,1,724.5283019,1,0,0
79797793,79797793-2012-09-28,0,10,28/09/2012,HA1,2012,F,Adult,0,0,0,0,0,0,0
79617035,79617035-2012-10-09,100,0,09/10/2012,HA1,2012,F,Adult,0,0,0,54857.14286,1,0,0
79609832,79609832-2012-10-09,100,10,09/10/2012,HA1,2012,M,Adult,1,0,0,NA,NA,NA,NA
79775849,79775849-2012-10-09,100,40,09/10/2012,HA1,2012,F,Adult,0,0,0,60.71428571,1,0,0
79623859,79623859-2012-10-09,100,60,09/10/2012,HA1,2012,M,Adult,1,0,0,0,0,0,0
79626809,79626809-2012-10-09,100,70,09/10/2012,HA1,2012,M,Adult,1,116.6666667,1,83.33333333,1,0,0
79638837,79638837-2012-10-09,100,80,09/10/2012,HA1,2012,M,Adult,0,0,0,0,0,0,0
79619290,79619290-2012-10-09,100,90,09/10/2012,HA1,2012,M,Adult,0,0,0,0,0,0,0
79615038,79615038-2012-10-09,90,100,09/10/2012,HA1,2012,F,Adult,1,0,0,0,0,0,0
79790568,79790568-2012-10-09,90,80,09/10/2012,HA1,2012,M,Adult,0,260.3174603,1,38.0952381,1,0,0
79776324,79776324-2012-10-09,90,60,09/10/2012,HA1,2012,M,Adult,1,0,0,0,0,0,0
79793093,79793093-2012-10-09,90,10,09/10/2012,HA1,2012,M,Adult,1,0,0,0,0,0,0
67079854,67079854-2012-10-09,80,20,09/10/2012,HA1,2012,F,Adult,1,0,0,0,0,0,0
66828572,66828572-2012-10-09,70,0,09/10/2012,HA1,2012,M,Adult,1,0,0,0,0,0,0
79795060,79795060-2012-10-09,70,20,09/10/2012,HA1,2012,M,Adult,1,0,0,950,1,0,0
79630840,79630840-2012-10-09,70,70,09/10/2012,HA1,2012,F,NotAdult,0,0,0,35200,1,0,0
66867845,66867845-2012-10-09,70,90,09/10/2012,HA1,2012,M,Adult,1,450,1,0,0,0,0
79638784,79638784-2012-10-09,70,100,09/10/2012,HA1,2012,M,Adult,1,0,0,100,1,0,0
79786569,79786569-2012-10-09,60,70,09/10/2012,HA1,2012,M,Adult,0,0,0,61800,1,0,0
79781605,79781605-2012-10-09,60,40,09/10/2012,HA1,2012,F,Adult,0,0,0,12600,1,0,0
66887847,66887847-2012-10-10,100,40,10/10/2012,HA1,2012,M,Adult,0,0,0,0,0,0,0
79632292,79632292-2012-10-10,60,10,10/10/2012,HA1,2012,NA,NA,0,115.7894737,1,105.2631579,1,5.263157895,1
79614264,79614264-2012-10-11,100,10,11/10/2012,HA1,2012,F,Adult,0,0,0,0,0,0,0
79616012,79616012-2012-10-11,90,10,11/10/2012,HA1,2012,M,Adult,1,0,0,0,0,0,0
79792581,79792581-2012-10-11,90,70,11/10/2012,HA1,2012,F,Adult,0,400,1,0,0,0,0
79609626,79609626-2012-10-11,90,100,11/10/2012,HA1,2012,M,Adult,1,0,0,0,0,0,0
67080373,67080373-2012-10-11,70,60,11/10/2012,HA1,2012,M,Adult,1,0,0,0,0,0,0
66885846,66885846-2012-10-11,60,20,11/10/2012,HA1,2012,M,Adult,0,0,0,0,0,0,0
79638271,79638271-2012-10-11,50,0,11/10/2012,HA1,2012,M,NotAdult,1,0,0,NA,NA,NA,NA
79627018,79627018-2012-10-11,10,60,11/10/2012,HA1,2012,M,Adult,1,0,0,0,0,0,0
67124339,67124339-2012-10-11,0,70,11/10/2012,HA1,2012,M,Adult,0,0,0,NA,NA,NA,NA
66808052,66808052-2012-10-09,0,0,09/10/2012,HA1,2012,M,Adult,0,0,0,0,0,0,0
66821017,66821017-2012-10-09,0,30,09/10/2012,HA1,2012,F,NotAdult,0,0,0,0,0,0,0
79783071,79783071-2012-10-09,0,40,09/10/2012,HA1,2012,F,NotAdult,0,1840,1,0,0,0,0
66872112,66872112-2012-10-09,0,70,09/10/2012,HA1,2012,M,Adult,0,0,0,0,0,0,0
79778836,79778836-2012-10-09,0,90,09/10/2012,HA1,2012,M,Adult,1,0,0,0,0,0,0
66878317,66878317-2012-10-09,10,80,09/10/2012,HA1,2012,M,Adult,1,0,0,0,0,0,0
67006795,67006795-2012-10-09,20,40,09/10/2012,HA1,2012,M,Adult,0,0,0,4844.444444,1,0,0
79630010,79630010-2012-10-09,20,60,09/10/2012,HA1,2012,F,Adult,0,0,0,0,0,0,0
67089554,67089554-2012-10-09,30,60,09/10/2012,HA1,2012,F,Adult,0,0,0,0,0,0,0
79769626,79769626-2012-10-09,40,80,09/10/2012,HA1,2012,F,Adult,0,0,0,16933.33333,1,0,0
66881074,66881074-2012-10-09,40,90,09/10/2012,HA1,2012,F,Adult,1,0,0,556800,1,0,0
79793298,79793298-2012-10-09,40,100,09/10/2012,HA1,2012,F,Adult,1,0,0,0,0,0,0
79625885,79625885-2012-10-09,40,100,09/10/2012,HA1,2012,F,Adult,1,0,0,1837.5,1,0,0
79786120,79786120-2012-10-10,0,60,10/10/2012,HA1,2012,F,Adult,1,0,0,0,0,0,0
79639272,79639272-2012-10-10,0,90,10/10/2012,HA1,2012,M,Adult,0,0,0,444.4444444,1,0,0
79769061,79769061-2012-10-10,10,100,10/10/2012,HA1,2012,F,Adult,1,0,0,0,0,0,0
79786360,79786360-2012-10-10,10,10,10/10/2012,HA1,2012,NA,NA,0,0,0,0,0,0,0
79778567,79778567-2012-10-10,10,0,10/10/2012,HA1,2012,F,Adult,0,0,0,0,0,0,0
79785369,79785369-2012-10-10,30,10,10/10/2012,HA1,2012,M,NotAdult,0,0,0,0,0,0,0
79639272,79639272-2012-10-23,0,80,23/10/2012,HA1,2012,M,Adult,0,0,0,0,0,0,0
79630354,79630354-2012-10-24,100,10,24/10/2012,HA1,2012,F,Adult,1,1136.363636,1,0,0,0,0
66843623,66843623-2012-10-24,100,70,24/10/2012,HA1,2012,M,Adult,0,0,0,0,0,0,0
79776883,79776883-2012-10-24,100,90,24/10/2012,HA1,2012,M,Adult,0,0,0,0,0,0,0
79792581,79792581-2012-10-24,90,40,24/10/2012,HA1,2012,F,Adult,0,0,0,0,0,0,0
67075638,67075638-2012-10-24,70,60,24/10/2012,HA1,2012,F,NotAdult,0,0,0,466.6666667,1,0,0
79623859,79623859-2012-10-24,70,50,24/10/2012,HA1,2012,M,Adult,1,0,0,0,0,0,0
79797842,79797842-2012-10-24,60,20,24/10/2012,HA1,2012,M,Adult,1,0,0,0,0,0,0
79609302,79609302-2012-10-25,0,20,25/10/2012,HA1,2012,M,Adult,1,0,0,0,0,0,0
79770053,79770053-2012-10-25,10,20,25/10/2012,HA1,2012,M,Adult,0,0,0,11.76470588,1,0,0
79633854,79633854-2012-10-25,20,70,25/10/2012,HA1,2012,F,Adult,1,400,1,0,0,0,0
79772013,79772013-2012-10-25,30,50,25/10/2012,HA1,2012,M,Adult,0,0,0,0,0,52.27272727,1
79613873,79613873-2012-10-25,30,90,25/10/2012,HA1,2012,M,Adult,1,7.692307692,1,0,0,0,0
79609832,79609832-2012-10-23,100,10,23/10/2012,HA1,2012,M,Adult,1,0,0,0,0,0,0
79790568,79790568-2012-10-23,100,90,23/10/2012,HA1,2012,M,Adult,0,0,0,0,0,0,0
79776324,79776324-2012-10-23,90,30,23/10/2012,HA1,2012,M,Adult,1,0,0,0,0,0,0
79793093,79793093-2012-10-23,80,30,23/10/2012,HA1,2012,M,Adult,1,76.78571429,1,0,0,0,0
79626809,79626809-2012-10-23,80,50,23/10/2012,HA1,2012,M,Adult,1,0,0,0,0,0,0
79786569,79786569-2012-10-23,70,100,23/10/2012,HA1,2012,M,Adult,0,0,0,0,0,0,0
66845816,66845816-2012-10-23,40,50,23/10/2012,HA1,2012,F,Adult,1,0,0,0,0,0,0
79615038,79615038-2012-10-23,40,100,23/10/2012,HA1,2012,F,Adult,1,0,0,12685.71429,1,0,0
79778567,79778567-2012-10-23,10,0,23/10/2012,HA1,2012,F,Adult,0,0,0,0,0,0,0
66808052,66808052-2012-10-23,10,10,23/10/2012,HA1,2012,M,Adult,0,0,0,0,0,0,0
66872112,66872112-2012-10-23,10,70,23/10/2012,HA1,2012,M,Adult,0,0,0,0,0,3.846153846,1
66878317,66878317-2012-10-23,10,70,23/10/2012,HA1,2012,M,Adult,1,0,0,0,0,0,0
79786120,79786120-2012-10-23,10,80,23/10/2012,HA1,2012,F,Adult,1,0,0,0,0,0,0
79623797,79623797-2012-10-23,10,90,23/10/2012,HA1,2012,M,Adult,0,0,0,0,0,3.571428571,1
79630010,79630010-2012-10-23,10,100,23/10/2012,HA1,2012,F,Adult,0,0,0,0,0,0,0
67010054,67010054-2012-10-23,0,100,23/10/2012,HA1,2012,F,Adult,1,0,0,10.25641026,1,0,0
67073610,67073610-2012-10-23,20,80,23/10/2012,HA1,2012,F,NotAdult,1,0,0,0,0,0,0
67088839,67088839-2012-10-23,20,60,23/10/2012,HA1,2012,M,Adult,0,2230.769231,1,0,0,0,0
79628068,79628068-2012-10-23,20,0,23/10/2012,HA1,2012,M,Adult,1,0,0,0,0,13.33333333,1
67069635,67069635-2012-10-23,30,0,23/10/2012,HA1,2012,F,Adult,0,0,0,0,0,0,0
79638784,79638784-2012-10-23,30,100,23/10/2012,HA1,2012,M,Adult,1,0,0,0,0,0,0
67080373,67080373-2012-10-23,50,80,23/10/2012,HA1,2012,M,Adult,1,92,1,0,0,0,0
66828572,66828572-2012-10-23,50,0,23/10/2012,HA1,2012,M,Adult,0,13.79310345,1,0,0,0,0
79785381,79785381-2012-10-23,70,30,23/10/2012,HA1,2012,F,NotAdult,1,0,0,0,0,2.5,1
67088367,67088367-2012-10-23,70,40,23/10/2012,HA1,2012,F,NotAdult,0,0,0,0,0,0,0
66867845,66867845-2012-10-23,70,90,23/10/2012,HA1,2012,M,Adult,1,0,0,0,0,0,0
79638837,79638837-2012-10-23,100,90,23/10/2012,HA1,2012,M,Adult,0,0,0,0,0,0,0
79775849,79775849-2012-10-23,100,20,23/10/2012,HA1,2012,F,Adult,0,0,0,0,0,0,0
79789358,79789358-2012-11-06,0,30,06/11/2012,HA1,2012,M,Adult,0,0,0,0,0,2.857142857,1
66872112,66872112-2012-11-06,0,40,06/11/2012,HA1,2012,M,Adult,0,0,0,0,0,0,0
66878317,66878317-2012-11-06,0,70,06/11/2012,HA1,2012,M,Adult,1,8.695652174,1,0,0,0,0
79786120,79786120-2012-11-06,10,90,06/11/2012,HA1,2012,F,Adult,1,NA,NA,NA,NA,NA,NA
79797793,79797793-2012-11-06,20,0,06/11/2012,HA1,2012,F,Adult,0,0,0,0,0,0,0
79638784,79638784-2012-11-06,30,100,06/11/2012,HA1,2012,M,Adult,1,0,0,0,0,1.851851852,1
79795630,79795630-2012-11-06,30,90,06/11/2012,HA1,2012,F,Adult,1,0,0,151.5151515,1,3.03030303,1
67120021,67120021-2012-11-06,50,30,06/11/2012,HA1,2012,F,Adult,1,0,0,0,0,0,0
79793298,79793298-2012-10-25,50,80,25/10/2012,HA1,2012,F,Adult,1,0,0,0,0,0,0
79769584,79769584-2012-10-25,100,90,25/10/2012,HA1,2012,M,Adult,1,0,0,0,0,4.347826087,1
79792086,79792086-2012-10-25,100,10,25/10/2012,HA1,2012,F,NotAdult,0,100,1,40,1,0,0
79782524,79782524-2012-10-24,40,100,24/10/2012,HA1,2012,F,Adult,0,0,0,0,0,0,0
66866819,66866819-2012-10-24,40,70,24/10/2012,HA1,2012,F,Adult,1,0,0,0,0,0,0
79797884,79797884-2012-10-24,30,80,24/10/2012,HA1,2012,M,Adult,0,0,0,0,0,0,0
79795630,79795630-2012-10-24,30,90,24/10/2012,HA1,2012,F,Adult,1,0,0,0,0,0,0
84593844,84593844-2012-10-24,20,10,24/10/2012,HA1,2012,F,Adult,1,0,0,0,0,0,0
79789358,79789358-2012-10-24,0,60,24/10/2012,HA1,2012,M,Adult,0,50,1,0,0,7.692307692,1
79619551,79619551-2012-10-24,0,10,24/10/2012,HA1,2012,NA,NA,1,0,0,0,0,0,0
67095127,67095127-2012-10-24,0,0,24/10/2012,HA1,2012,M,Adult,1,0,0,0,0,4.761904762,1
79797793,79797793-2012-11-20,0,10,20/11/2012,HA1,2012,F,Adult,0,0,0,0,0,0,0
66872112,66872112-2012-11-20,0,60,20/11/2012,HA1,2012,M,Adult,0,0,0,0,0,0,0
79623797,79623797-2012-11-20,0,90,20/11/2012,HA1,2012,M,Adult,0,0,0,0,0,11.11111111,1
67259552,67259552-2012-11-07,0,10,07/11/2012,HA1,2012,F,Adult,0,0,0,0,0,0,0
79639272,79639272-2012-11-07,10,50,07/11/2012,HA1,2012,M,Adult,0,0,0,0,0,0,0
79628068,79628068-2012-11-07,10,10,07/11/2012,HA1,2012,M,Adult,1,36757.89474,1,0,0,0,0
66808052,66808052-2012-11-07,20,20,07/11/2012,HA1,2012,M,Adult,0,0,0,0,0,0,0
79782524,79782524-2012-11-07,80,70,07/11/2012,HA1,2012,F,Adult,0,0,0,5719.148936,1,0,0
66867845,66867845-2012-11-07,80,70,07/11/2012,HA1,2012,M,Adult,1,3634.285714,1,0,0,0,0
66866819,66866819-2012-11-07,70,50,07/11/2012,HA1,2012,F,Adult,1,0,0,0,0,0,0
79615038,79615038-2012-11-07,50,100,07/11/2012,HA1,2012,F,Adult,1,0,0,0,0,0,0
79778567,79778567-2012-11-07,30,0,07/11/2012,HA1,2012,F,Adult,0,0,0,0,0,0,0
79772013,79772013-2012-11-07,30,50,07/11/2012,HA1,2012,M,Adult,0,0,0,0,0,0,0
66845816,66845816-2012-11-07,30,70,07/11/2012,HA1,2012,F,Adult,1,0,0,0,0,0,0
67265276,67265276-2012-11-08,10,30,08/11/2012,HA1,2012,F,Adult,0,0,0,10,1,10,1
67279792,67279792-2012-11-08,10,70,08/11/2012,HA1,2012,M,Adult,1,0,0,0,0,0,0
79623797,79623797-2012-11-08,30,50,08/11/2012,HA1,2012,M,Adult,0,0,0,NA,NA,NA,NA
67284095,67284095-2012-11-08,50,20,08/11/2012,HA1,2012,M,Adult,1,0,0,0,0,0,0
79792086,79792086-2012-11-06,100,10,06/11/2012,HA1,2012,F,Adult,0,NA,NA,NA,NA,NA,NA
79626809,79626809-2012-11-06,100,70,06/11/2012,HA1,2012,M,Adult,1,NA,NA,NA,NA,NA,NA
79609832,79609832-2012-11-06,100,80,06/11/2012,HA1,2012,M,Adult,1,NA,NA,NA,NA,NA,NA
79638837,79638837-2012-11-06,90,90,06/11/2012,HA1,2012,M,Adult,0,NA,NA,NA,NA,NA,NA
79775849,79775849-2012-11-06,80,60,06/11/2012,HA1,2012,F,Adult,0,NA,NA,NA,NA,NA,NA
79786569,79786569-2012-11-06,80,60,06/11/2012,HA1,2012,M,Adult,0,NA,NA,NA,NA,NA,NA
66828572,66828572-2012-11-06,50,0,06/11/2012,HA1,2012,M,Adult,1,0,0,15422.95082,1,0,0
67276819,67276819-2012-11-07,100,40,07/11/2012,HA1,2012,F,Adult,1,0,0,0,0,0,0
66828572,66828572-2012-12-04,60,20,04/12/2012,HA1,2012,M,Adult,1,0,0,0,0,0,0
79783063,79783063-2012-11-07,100,100,07/11/2012,HA1,2012,F,Adult,0,0,0,NA,NA,NA,NA
79790568,79790568-2012-11-07,90,80,07/11/2012,HA1,2012,M,Adult,0,0,0,0,0,2.083333333,1
79776883,79776883-2012-11-07,90,80,07/11/2012,HA1,2012,M,Adult,0,0,0,7.142857143,1,0,0
79630010,79630010-2012-11-07,20,80,07/11/2012,HA1,2012,F,Adult,0,0,0,733.3333333,1,0,0
67119635,67119635-2012-11-07,20,100,07/11/2012,HA1,2012,M,Adult,0,0,0,0,0,0,0
67080373,67080373-2012-11-07,40,80,07/11/2012,HA1,2012,M,Adult,1,0,0,0,0,0,0
79630354,79630354-2012-11-08,100,30,08/11/2012,HA1,2012,F,Adult,1,1540,1,0,0,0,0
66874822,66874822-2012-11-08,90,80,08/11/2012,HA1,2012,M,Adult,1,0,0,0,0,0,0
67276836,67276836-2012-11-08,70,60,08/11/2012,HA1,2012,F,NotAdult,0,0,0,0,0,0,0
79786120,79786120-2012-11-20,10,100,20/11/2012,HA1,2012,F,Adult,1,0,0,0,0,0,0
79639272,79639272-2012-11-20,10,90,20/11/2012,HA1,2012,M,Adult,0,0,0,0,0,0,0
79614576,79614576-2012-11-20,10,30,20/11/2012,HA1,2012,F,Adult,0,NA,NA,NA,NA,NA,NA
79789358,79789358-2012-11-20,10,30,20/11/2012,HA1,2012,M,Adult,0,3031.578947,1,0,0,78.94736842,1
79778567,79778567-2012-11-20,10,10,20/11/2012,HA1,2012,F,Adult,0,0,0,0,0,3.125,1
67119635,67119635-2012-11-20,30,100,20/11/2012,HA1,2012,NA,NA,0,0,0,0,0,7.692307692,1
66808052,66808052-2012-11-20,40,20,20/11/2012,HA1,2012,M,Adult,0,231.5789474,1,0,0,0,0
79772013,79772013-2012-11-21,0,90,21/11/2012,HA1,2012,M,Adult,0,0,0,0,0,27.27272727,1
79630010,79630010-2012-11-21,40,60,21/11/2012,HA1,2012,F,Adult,0,0,0,0,0,0,0
79623859,79623859-2012-11-21,90,60,21/11/2012,HA1,2012,M,Adult,1,0,0,0,0,0,0
79630354,79630354-2012-12-04,100,0,04/12/2012,HA1,2012,F,Adult,1,0,0,0,0,0,0
67276819,67276819-2012-12-04,100,60,04/12/2012,HA1,2012,F,Adult,1,0,0,0,0,0,0
79790568,79790568-2012-12-04,100,90,04/12/2012,HA1,2012,M,Adult,0,0,0,0,0,21.73913043,1
79630529,79630529-2012-12-04,100,100,04/12/2012,HA1,2012,F,Adult,1,0,0,0,0,2.631578947,1
66843623,66843623-2012-12-04,100,100,04/12/2012,HA1,2012,M,Adult,0,0,0,0,0,13.88888889,1
79792086,79792086-2012-12-04,90,10,04/12/2012,HA1,2012,F,Adult,1,0,0,0,0,2.325581395,1
79782524,79782524-2012-12-04,80,100,04/12/2012,HA1,2012,F,Adult,0,0,0,0,0,5.263157895,1
79786569,79786569-2012-12-04,70,100,04/12/2012,HA1,2012,M,Adult,0,0,0,0,0,0.746268657,1
79792086,79792086-2012-11-20,100,20,20/11/2012,HA1,2012,F,Adult,0,0,0,0,0,0,0
79626809,79626809-2012-11-20,90,80,20/11/2012,HA1,2012,M,Adult,1,30720,1,0,0,0,0
79775849,79775849-2012-11-20,80,40,20/11/2012,HA1,2012,F,Adult,0,0,0,0,0,0,0
66867845,66867845-2012-11-20,80,100,20/11/2012,HA1,2012,M,Adult,1,0,0,0,0,0,0
66845816,66845816-2012-11-20,70,100,20/11/2012,HA1,2012,F,Adult,1,9386.666667,1,0,0,0,0
79786569,79786569-2012-11-20,60,90,20/11/2012,HA1,2012,M,Adult,0,0,0,0,0,0,0
79615038,79615038-2012-11-20,50,90,20/11/2012,HA1,2012,F,Adult,1,0,0,0,0,0,0
79638784,79638784-2012-11-20,50,90,20/11/2012,HA1,2012,M,Adult,1,0,0,0,0,0,0
66828572,66828572-2012-11-20,50,30,20/11/2012,HA1,2012,M,Adult,1,16,1,0,0,0,0
79786093,79786093-2012-11-21,100,10,21/11/2012,HA1,2012,M,Adult,1,0,0,0,0,2.857142857,1
79793093,79793093-2012-11-21,100,20,21/11/2012,HA1,2012,M,Adult,1,0,0,0,0,0,0
67276819,67276819-2012-11-21,100,30,21/11/2012,HA1,2012,F,Adult,1,0,0,0,0,1.075268817,1
79797884,79797884-2012-11-21,100,90,21/11/2012,HA1,2012,M,Adult,0,930.6122449,1,0,0,0,0
79782524,79782524-2012-11-21,100,100,21/11/2012,HA1,2012,F,Adult,0,0,0,3.225806452,1,116.1290323,1
79776883,79776883-2012-11-21,90,80,21/11/2012,HA1,2012,M,Adult,0,63.63636364,1,0,0,0,0
66874822,66874822-2012-11-21,90,80,21/11/2012,HA1,2012,M,Adult,1,80336.84211,1,0,0,0,0
79790568,79790568-2012-11-21,90,60,21/11/2012,HA1,2012,M,Adult,0,352.3809524,1,0,0,95.23809524,1
66843623,66843623-2012-11-22,90,80,22/11/2012,HA1,2012,M,Adult,0,0,0,NA,NA,NA,NA
79775849,79775849-2012-11-22,80,20,22/11/2012,HA1,2012,NA,NA,0,0,0,0,0,58.42696629,1
66867845,66867845-2012-12-04,70,60,04/12/2012,HA1,2012,M,Adult,1,0,0,0,0,0,0
79787584,79787584-2012-12-05,40,40,05/12/2012,HA1,2012,F,Adult,1,NA,NA,NA,NA,NA,NA
79785829,79785829-2012-12-04,0,0,04/12/2012,HA1,2012,M,Adult,0,0,0,0,0,0,0
79623797,79623797-2012-12-04,0,60,04/12/2012,HA1,2012,M,Adult,0,0,0,0,0,5.454545455,1
67279792,67279792-2012-12-04,0,70,04/12/2012,HA1,2012,M,Adult,1,0,0,0,0,27.27272727,1
79786120,79786120-2012-12-04,10,100,04/12/2012,HA1,2012,F,Adult,1,0,0,0,0,0,0
66872112,66872112-2012-12-04,10,40,04/12/2012,HA1,2012,M,Adult,0,0,0,0,0,0,0
79772013,79772013-2012-12-04,10,20,04/12/2012,HA1,2012,M,Adult,0,0,0,0,0,1.960784314,1
79614576,79614576-2012-12-04,10,20,04/12/2012,HA1,2012,F,Adult,0,143.75,1,0,0,25,1
79630010,79630010-2012-12-04,20,70,04/12/2012,HA1,2012,F,Adult,0,0,0,0,0,12.5,1
79615038,79615038-2012-12-04,40,100,04/12/2012,HA1,2012,F,Adult,1,1421.428571,1,0,0,0,0
79632292,79632292-2012-12-04,30,0,04/12/2012,HA1,2012,M,Adult,0,0,0,0,0,140.9090909,1
79625342,79625342-2012-12-04,50,40,04/12/2012,HA1,2012,M,Adult,1,0,0,0,0,43.75,1
66845816,66845816-2012-12-04,50,90,04/12/2012,HA1,2012,F,Adult,1,0,0,0,0,0,0
79638784,79638784-2012-12-04,60,90,04/12/2012,HA1,2012,M,Adult,1,0,0,0,0,0,0
67296101,67296101-2012-12-05,0,10,05/12/2012,HA1,2012,F,Adult,0,0,0,0,0,13.33333333,1
84578597,84578597-2012-12-05,0,70,05/12/2012,HA1,2012,M,Adult,1,0,0,0,0,13.63636364,1
79623028,79623028-2012-12-05,0,100,05/12/2012,HA1,2012,M,Adult,0,0,0,0,0,33.33333333,1
79783879,79783879-2012-12-05,0,100,05/12/2012,HA1,2012,M,Adult,1,0,0,0,0,35.8490566,1
79612792,79612792-2012-12-05,10,90,05/12/2012,HA1,2012,M,Adult,0,4447.058824,1,0,0,52.94117647,1
79786093,79786093-2012-12-06,100,20,06/12/2012,HA1,2012,M,Adult,1,0,0,0,0,0,0
79627270,79627270-2012-12-06,100,80,06/12/2012,HA1,2012,M,Adult,1,16.66666667,1,0,0,66.66666667,1
79783063,79783063-2012-12-06,100,90,06/12/2012,HA1,2012,F,Adult,0,0,0,0,0,17.24137931,1
66893321,66893321-2012-12-18,100,0,18/12/2012,HA1,2012,M,Adult,0,0,0,0,0,31.37254902,1
79792086,79792086-2012-12-18,100,20,18/12/2012,HA1,2012,F,Adult,0,0,0,0,0,1.769911504,1
79626809,79626809-2012-12-18,100,60,18/12/2012,HA1,2012,M,Adult,1,0,0,NA,NA,NA,NA
66874822,66874822-2012-12-18,100,100,18/12/2012,HA1,2012,M,Adult,1,0,0,594.8717949,1,0,0
79782524,79782524-2012-12-18,90,90,18/12/2012,HA1,2012,F,Adult,0,3.571428571,1,0,0,39.28571429,1
79625342,79625342-2012-12-18,80,0,18/12/2012,HA1,2012,M,Adult,1,0,0,0,0,2.941176471,1
79776883,79776883-2012-12-18,80,80,18/12/2012,HA1,2012,M,Adult,0,0,0,0,0,57.89473684,1
66867845,66867845-2012-12-18,70,90,18/12/2012,HA1,2012,M,Adult,1,0,0,0,0,0,0
79615038,79615038-2012-12-18,50,100,18/12/2012,HA1,2012,F,Adult,1,0,0,0,0,0,0
66845816,66845816-2012-12-18,50,90,18/12/2012,HA1,2012,F,Adult,1,NA,NA,NA,NA,NA,NA
67296101,67296101-2012-12-19,0,10,19/12/2012,HA1,2012,F,Adult,0,0,0,0,0,0,0
79623881,79623881-2012-12-19,0,20,19/12/2012,HA1,2012,F,Adult,0,0,0,NA,NA,NA,NA
79638027,79638027-2012-12-19,0,20,19/12/2012,HA1,2012,M,Adult,0,0,0,NA,NA,NA,NA
84578597,84578597-2012-12-19,0,50,19/12/2012,HA1,2012,M,Adult,1,0,0,NA,NA,NA,NA
79774078,79774078-2012-12-19,10,90,19/12/2012,HA1,2012,M,Adult,0,19826.08696,1,0,0,8.695652174,1
79770817,79770817-2012-12-19,10,30,19/12/2012,HA1,2012,F,Adult,0,0,0,0,0,22.22222222,1
79631608,79631608-2012-12-19,30,100,19/12/2012,HA1,2012,F,Adult,0,0,0,0,0,82.22222222,1
66845816,66845816-2012-12-20,30,70,20/12/2012,HA1,2012,F,NA,0,0,0,0,0,0,0
67094344,67094344-2012-12-20,40,70,20/12/2012,HA1,2012,M,Adult,1,NA,NA,NA,NA,NA,NA
84593844,84593844-2012-12-20,50,0,20/12/2012,HA1,2012,F,Adult,1,30.95238095,1,0,0,0,0
79623859,79623859-2012-12-05,100,70,05/12/2012,HA1,2012,M,Adult,1,0,0,0,0,9.090909091,1
79776883,79776883-2012-12-05,70,90,05/12/2012,HA1,2012,M,Adult,0,0,0,0,0,4.109589041,1
66845816,66845816-2012-12-05,70,100,05/12/2012,HA1,2012,F,Adult,1,0,0,0,0,0,0
66874822,66874822-2012-12-05,80,100,05/12/2012,HA1,2012,M,Adult,1,0,0,0,0,0,0
66893321,66893321-2012-12-05,80,60,05/12/2012,HA1,2012,M,Adult,0,0,0,0,0,1.785714286,1
79623859,79623859-2012-12-20,50,60,20/12/2012,HA1,2012,M,Adult,1,0,0,0,0,0,0
67095127,67095127-2012-12-18,0,10,18/12/2012,HA1,2012,M,Adult,1,0,0,0,0,0,0
67279792,67279792-2012-12-18,0,50,18/12/2012,HA1,2012,M,Adult,1,0,0,0,0,0,0
79623028,79623028-2012-12-18,0,100,18/12/2012,HA1,2012,M,Adult,0,0,0,0,0,274.4186047,1
52826884,52826884-2012-12-18,10,100,18/12/2012,HA1,2012,M,Adult,0,0,0,0,0,7.692307692,1
79623797,79623797-2012-12-18,10,90,18/12/2012,HA1,2012,M,Adult,0,0,0,0,0,5.194805195,1
79614576,79614576-2012-12-18,10,50,18/12/2012,HA1,2012,F,Adult,0,0,0,0,0,303.7037037,1
79615341,79615341-2012-12-18,20,10,18/12/2012,HA1,2012,M,Adult,0,35.29411765,1,0,0,129.4117647,1
67123336,67123336-2012-12-18,20,50,18/12/2012,HA1,2012,M,Adult,1,0,0,222.2222222,1,2022.222222,1
79630010,79630010-2012-12-18,30,60,18/12/2012,HA1,2012,F,Adult,0,0,0,0,0,43.47826087,1
66828572,66828572-2012-12-18,40,20,18/12/2012,HA1,2012,M,Adult,0,0,0,0,0,0,0
79793093,79793093-2012-12-19,100,20,19/12/2012,HA1,2012,M,Adult,1,92.43697479,1,58.82352941,1,0,0
79783063,79783063-2012-12-19,100,90,19/12/2012,HA1,2012,F,Adult,0,0,0,0,0,3.03030303,1
