"","ID","ID.CapDate","X","Y","Capture.date","Grid","year","Sex","Age","EhungInt","HpolINF","PropOnGrid_10","NoNemInf_10","NoNemUninf_10","NemPrev_10","NoNemTotal_10","NoEimInf_10","NoEimUninf_10","EimPrev_10","NoEimTotal_10","PropOnGrid_14.1","NoNemInf_14.1","NoNemUninf_14.1","NemPrev_14.1","NoNemTotal_14.1","NoEimInf_14.1","NoEimUninf_14.1","EimPrev_14.1","NoEimTotal_14.1","PropOnGrid_20","NoNemInf_20","NoNemUninf_20","NemPrev_20","NoNemTotal_20","NoEimInf_20","NoEimUninf_20","EimPrev_20","NoEimTotal_20","PropOnGrid_22.4","NoNemInf_22.4","NoNemUninf_22.4","NemPrev_22.4","NoNemTotal_22.4","NoEimInf_22.4","NoEimUninf_22.4","EimPrev_22.4","NoEimTotal_22.4","PropOnGrid_28.3","NoNemInf_28.3","NoNemUninf_28.3","NemPrev_28.3","NoNemTotal_28.3","NoEimInf_28.3","NoEimUninf_28.3","EimPrev_28.3","NoEimTotal_28.3","PropOnGrid_30","NoNemInf_30","NoNemUninf_30","NemPrev_30","NoNemTotal_30","NoEimInf_30","NoEimUninf_30","EimPrev_30","NoEimTotal_30","PropOnGrid_31.6","NoNemInf_31.6","NoNemUninf_31.6","NemPrev_31.6","NoNemTotal_31.6","NoEimInf_31.6","NoEimUninf_31.6","EimPrev_31.6","NoEimTotal_31.6","PropOnGrid_36.1","NoNemInf_36.1","NoNemUninf_36.1","NemPrev_36.1","NoNemTotal_36.1","NoEimInf_36.1","NoEimUninf_36.1","EimPrev_36.1","NoEimTotal_36.1","PropOnGrid_40","NoNemInf_40","NoNemUninf_40","NemPrev_40","NoNemTotal_40","NoEimInf_40","NoEimUninf_40","EimPrev_40","NoEimTotal_40","PropOnGrid_50","NoNemInf_50","NoNemUninf_50","NemPrev_50","NoNemTotal_50","NoEimInf_50","NoEimUninf_50","EimPrev_50","NoEimTotal_50"
"493",79615341,"79615341-2012-12-18",20,10,"2012-12-18","HA1",2012,"M","Adult",35.2941176470588,1,0,2,2,0.5,4,1,3,0.25,4,0,5,2,0.714285714285714,7,2,5,0.285714285714286,7,0,7,2,0.777777777777778,9,3,6,0.333333333333333,9,0,8,4,0.666666666666667,12,3,9,0.25,12,0,8,4,0.666666666666667,12,3,9,0.25,12,0,8,5,0.615384615384615,13,3,10,0.230769230769231,13,0,9,6,0.6,15,3,12,0.2,15,0,9,7,0.5625,16,3,13,0.1875,16,0,11,7,0.611111111111111,18,3,15,0.166666666666667,18,0,13,10,0.565217391304348,23,4,19,0.173913043478261,23
"510",49811771,"49811771-2012-08-30",30,20,"2012-08-30","HA1",2012,"F","Adult",31.9148936170213,0,0,0,4,0,4,0,4,0,4,0,0,7,0,7,1,6,0.142857142857143,7,0,0,8,0,8,1,7,0.125,8,0,1,11,0.0833333333333333,12,1,11,0.0833333333333333,12,0,1,17,0.0555555555555556,18,3,15,0.166666666666667,18,0,3,17,0.15,20,3,17,0.15,20,0,3,19,0.136363636363636,22,3,19,0.136363636363636,22,0,3,21,0.125,24,4,20,0.166666666666667,24,0,3,21,0.125,24,4,20,0.166666666666667,24,0,4,24,0.142857142857143,28,5,23,0.178571428571429,28
"596",66866525,"66866525-2012-06-08",80,90,"2012-06-08","HA1",2012,"M","Adult",9200,1,0,0,0,NA,0,0,0,NA,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0.5,2,0,2,0,2,0,1,1,0.5,2,0,2,0,2,0,1,1,0.5,2,0,2,0,2,0,1,1,0.5,2,0,2,0,2,0,1,2,0.333333333333333,3,0,3,0,3,0,1,2,0.333333333333333,3,0,3,0,3,0,2,2,0.5,4,0,4,0,4
"627",66879360,"66879360-2012-09-25",30,100,"2012-09-25","HA1",2012,"F","NotAdult",4,0,0,0,6,0,6,3,3,0.5,6,0,0,6,0,6,3,3,0.5,6,0,0,6,0,6,3,3,0.5,6,0,0,6,0,6,3,3,0.5,6,0,1,8,0.111111111111111,9,4,5,0.444444444444444,9,0,1,15,0.0625,16,4,12,0.25,16,0,1,17,0.0555555555555556,18,5,13,0.277777777777778,18,0,1,20,0.0476190476190476,21,7,14,0.333333333333333,21,0,1,20,0.0476190476190476,21,7,14,0.333333333333333,21,0,1,25,0.0384615384615385,26,9,17,0.346153846153846,26
"726",67125021,"67125021-2012-08-28",50,40,"2012-08-28","HA1",2012,"M","Adult",33.3333333333333,0,0,0,2,0,2,1,1,0.5,2,0,0,2,0,2,1,1,0.5,2,0,0,3,0,3,1,2,0.333333333333333,3,0,2,4,0.333333333333333,6,1,5,0.166666666666667,6,0,2,6,0.25,8,1,7,0.125,8,0,2,6,0.25,8,1,7,0.125,8,0,3,7,0.3,10,2,8,0.2,10,0,3,9,0.25,12,3,9,0.25,12,0,3,9,0.25,12,3,9,0.25,12,0,6,21,0.222222222222222,27,5,22,0.185185185185185,27
"732",67125021,"67125021-2012-10-09",10,30,"2012-10-09","HA1",2012,"M","Adult",56160,0,0,1,3,0.25,4,0,4,0,4,0,1,8,0.111111111111111,9,0,9,0,9,0,1,9,0.1,10,0,10,0,10,0,2,12,0.142857142857143,14,1,13,0.0714285714285714,14,0,2,13,0.133333333333333,15,1,14,0.0666666666666667,15,0,3,14,0.176470588235294,17,1,16,0.0588235294117647,17,0,3,16,0.157894736842105,19,1,18,0.0526315789473684,19,0,3,21,0.125,24,2,22,0.0833333333333333,24,0,3,22,0.12,25,3,22,0.12,25,0,5,28,0.151515151515152,33,3,30,0.0909090909090909,33
"744",67259597,"67259597-2012-08-14",100,10,"2012-08-14","HA1",2012,"F","Adult",151.351351351351,0,0,1,3,0.25,4,0,4,0,4,0,1,3,0.25,4,0,4,0,4,0,1,4,0.2,5,0,5,0,5,0,1,5,0.166666666666667,6,0,6,0,6,0,1,5,0.166666666666667,6,0,6,0,6,0,2,5,0.285714285714286,7,0,7,0,7,0,2,5,0.285714285714286,7,0,7,0,7,0,2,5,0.285714285714286,7,0,7,0,7,0,2,5,0.285714285714286,7,0,7,0,7,0,3,8,0.272727272727273,11,0,11,0,11
"779",79615341,"79615341-2012-12-05",20,0,"2012-12-05","HA1",2012,"M","Adult",87.5,1,0,2,0,1,2,0,2,0,2,0,3,2,0.6,5,0,5,0,5,0,3,4,0.428571428571429,7,0,7,0,7,0,7,6,0.538461538461538,13,2,11,0.153846153846154,13,0,8,7,0.533333333333333,15,3,12,0.2,15,0,8,7,0.533333333333333,15,3,12,0.2,15,0,9,7,0.5625,16,4,12,0.25,16,0,10,7,0.588235294117647,17,5,12,0.294117647058824,17,0,10,7,0.588235294117647,17,5,12,0.294117647058824,17,0,12,13,0.48,25,6,19,0.24,25
"831",79631102,"79631102-2012-12-20",20,10,"2012-12-20","HA1",2012,"F","Adult",54.368932038835,1,0,3,2,0.6,5,2,3,0.4,5,0,8,4,0.666666666666667,12,4,8,0.333333333333333,12,0,11,6,0.647058823529412,17,6,11,0.352941176470588,17,0,13,9,0.590909090909091,22,6,16,0.272727272727273,22,0,14,9,0.608695652173913,23,6,17,0.260869565217391,23,0,14,10,0.583333333333333,24,6,18,0.25,24,0,17,11,0.607142857142857,28,7,21,0.25,28,0,17,12,0.586206896551724,29,7,22,0.241379310344828,29,0,20,12,0.625,32,7,25,0.21875,32,0,23,17,0.575,40,8,32,0.2,40
"839",79632292,"79632292-2012-11-07",70,20,"2012-11-07","HA1",2012,"M","Adult",28.5714285714286,0,0,1,3,0.25,4,0,4,0,4,0,1,4,0.2,5,1,4,0.2,5,0,1,5,0.166666666666667,6,1,5,0.166666666666667,6,0,1,11,0.0833333333333333,12,2,10,0.166666666666667,12,0,1,15,0.0625,16,3,13,0.1875,16,0,2,19,0.0952380952380952,21,3,18,0.142857142857143,21,0,2,25,0.0740740740740741,27,5,22,0.185185185185185,27,0,2,25,0.0740740740740741,27,5,22,0.185185185185185,27,0,2,27,0.0689655172413793,29,5,24,0.172413793103448,29,0,3,35,0.0789473684210526,38,6,32,0.157894736842105,38
"841",79632292,"79632292-2012-11-20",40,10,"2012-11-20","HA1",2012,"M","Adult",7200,1,0,0,1,0,1,0,1,0,1,0,0,4,0,4,0,4,0,4,0,0,5,0,5,1,4,0.2,5,0,0,8,0,8,1,7,0.125,8,0,0,8,0,8,1,7,0.125,8,0,0,10,0,10,2,8,0.2,10,0,0,13,0,13,3,10,0.230769230769231,13,0,1,13,0.0714285714285714,14,3,11,0.214285714285714,14,0,1,14,0.0666666666666667,15,3,12,0.2,15,0,3,24,0.111111111111111,27,3,24,0.111111111111111,27
"842",79632292,"79632292-2012-12-18",20,30,"2012-12-18","HA1",2012,"M","Adult",152.173913043478,1,0,0,3,0,3,0,3,0,3,0,3,4,0.428571428571429,7,1,6,0.142857142857143,7,0,4,4,0.5,8,1,7,0.125,8,0,5,7,0.416666666666667,12,2,10,0.166666666666667,12,0,7,7,0.5,14,3,11,0.214285714285714,14,0,9,8,0.529411764705882,17,4,13,0.235294117647059,17,0,13,8,0.619047619047619,21,5,16,0.238095238095238,21,0,14,9,0.608695652173913,23,5,18,0.217391304347826,23,0,15,9,0.625,24,5,19,0.208333333333333,24,0,19,10,0.655172413793103,29,5,24,0.172413793103448,29
"875",79775849,"79775849-2012-09-28",90,30,"2012-09-28","HA1",2012,"F","Adult",206.451612903226,0,0,3,3,0.5,6,1,5,0.166666666666667,6,0,4,9,0.307692307692308,13,3,10,0.230769230769231,13,0,4,10,0.285714285714286,14,4,10,0.285714285714286,14,0,6,13,0.315789473684211,19,6,13,0.315789473684211,19,0,6,14,0.3,20,6,14,0.3,20,0,6,17,0.260869565217391,23,6,17,0.260869565217391,23,0,9,18,0.333333333333333,27,6,21,0.222222222222222,27,0,9,22,0.290322580645161,31,6,25,0.193548387096774,31,0,11,23,0.323529411764706,34,7,27,0.205882352941176,34,0,13,29,0.30952380952381,42,7,35,0.166666666666667,42
"909",79786569,"79786569-2012-10-23",20,10,"2012-10-23","HA1",2012,"M","Adult",908.108108108108,1,0,0,3,0,3,0,3,0,3,0,0,5,0,5,0,5,0,5,0,1,8,0.111111111111111,9,0,9,0,9,0,1,12,0.0769230769230769,13,1,12,0.0769230769230769,13,0,1,15,0.0625,16,2,14,0.125,16,0,1,16,0.0588235294117647,17,2,15,0.117647058823529,17,0,1,17,0.0555555555555556,18,2,16,0.111111111111111,18,0,1,20,0.0476190476190476,21,3,18,0.142857142857143,21,0,2,20,0.0909090909090909,22,4,18,0.181818181818182,22,0,3,25,0.107142857142857,28,5,23,0.178571428571429,28
